case_id,category,profile_index,profile_payload_hex,key_count,fidelity_unorm16,key_rate_uq8_8,qber_unorm16,expected_weight_uq16_16_hex,expected_feasible,terms_hex
307,finite_exact,1,1B516,1,32767,127,1,0006840D,1,18000:30003:20408:2
308,finite_exact,1,1B516,65535,2,128,2,C0014006,1,2:BFFF4000:20000:4
309,finite_exact,1,1B516,8,65534,256,32767,0003B001,1,3000:18002:10000:FFFF
310,finite_exact,1,1B516,1024,32768,255,2,00040162,1,60:2FFFD:10101:4
311,finite_exact,1,1B516,31,58982,127,65534,0005BB13,1,C63:1AAAA:20408:1FFFE
312,finite_exact,1,1B516,16,32767,3,65535,005A6D58,1,1800:30003:555555:20000
313,finite_exact,1,1B516,31,3,257,0,80008B64,1,C63:7FFF8000:FF01:0
314,finite_exact,1,1B516,255,65535,127,65534,00058588,1,182:18000:20408:1FFFE
315,finite_exact,1,1B516,7,65535,65535,65535,0003B7DB,1,36DB:18000:100:20000
316,finite_exact,1,1B516,15,65535,3,1,0056EEF1,1,199A:18000:555555:2
317,finite_saturation,1,1B516,16,1,127,2,FFFFFFFE,1,1800:17FFE8000:20408:4
318,finite_exact,1,1B516,1,65535,255,65534,000600FF,1,18000:18000:10101:1FFFE
319,finite_exact,1,1B516,15,32768,65535,32767,00041A96,1,199A:2FFFD:100:FFFF
320,finite_exact,1,1B516,4,3,2,32767,8080DFFF,1,6000:7FFF8000:800000:FFFF
321,finite_exact,1,1B516,7,2,1024,65534,C001B6D9,1,36DB:BFFF4000:4000:1FFFE
322,finite_exact,1,1B516,1024,65534,256,65535,00048062,1,60:18002:10000:20000
323,finite_saturation,1,1B516,15,1,256,65535,FFFFFFFE,1,199A:17FFE8000:10000:20000
324,finite_exact,1,1B516,8,65534,1024,1,0001F004,1,3000:18002:4000:2
325,finite_saturation,1,1B516,7,1,1024,65535,FFFFFFFE,1,36DB:17FFE8000:4000:20000
326,finite_exact,1,1B516,15,3,255,0,80009A9B,1,199A:7FFF8000:10101:0
327,finite_saturation,1,1B516,7,1,255,1,FFFFFFFE,1,36DB:17FFE8000:10101:2
328,finite_exact,1,1B516,15,32768,65535,32767,00041A96,1,199A:2FFFD:100:FFFF
329,finite_exact,1,1B516,2,58982,1,65535,01046AAA,1,C000:1AAAA:1000000:20000
330,finite_exact,1,1B516,1024,2,128,0,C0014060,1,60:BFFF4000:20000:0
331,finite_saturation,1,1B516,3,1,3,32767,FFFFFFFE,1,8000:17FFE8000:555555:FFFF
332,finite_exact,1,1B516,2,65534,128,1,00044004,1,C000:18002:20000:2
333,finite_exact,1,1B516,65535,65535,3,32767,0057D556,1,2:18000:555555:FFFF
334,finite_exact,1,1B516,65535,3,256,1,80008004,1,2:7FFF8000:10000:2
335,finite_exact,1,1B516,31,32768,1,32767,01040C5F,1,C63:2FFFD:1000000:FFFF
336,finite_exact,1,1B516,31,2,256,0,C0004C63,1,C63:BFFF4000:10000:0
337,finite_exact,1,1B516,1024,3,127,32768,80028469,1,60:7FFF8000:20408:10001
338,finite_saturation,1,1B516,8,1,257,0,FFFFFFFE,1,3000:17FFE8000:FF01:0
339,finite_exact,1,1B516,2,3,257,32767,80023F00,1,C000:7FFF8000:FF01:FFFF
340,finite_exact,1,1B516,7,2,3,65535,C056CC30,1,36DB:BFFF4000:555555:20000
341,finite_exact,1,1B516,2,58982,2,0,00826AAA,1,C000:1AAAA:800000:0
342,finite_exact,1,1B516,1024,32768,65535,32768,0004015E,1,60:2FFFD:100:10001
343,finite_exact,1,1B516,15,65535,257,0,0002989B,1,199A:18000:FF01:0
344,finite_exact,1,1B516,4,32768,127,1,00056407,1,6000:2FFFD:20408:2
345,finite_exact,1,1B516,31,2,128,32767,C0024C62,1,C63:BFFF4000:20000:FFFF
346,finite_exact,1,1B516,65535,2,257,65535,C0023F03,1,2:BFFF4000:FF01:20000
347,finite_exact,1,1B516,15,32768,1024,65535,00055997,1,199A:2FFFD:4000:20000
348,finite_saturation,1,1B516,4,1,1,65535,FFFFFFFE,1,6000:17FFE8000:1000000:20000
349,finite_exact,1,1B516,8,32767,65535,32768,00043104,1,3000:30003:100:10001
350,finite_exact,1,1B516,7,3,128,65534,8003B6D9,1,36DB:7FFF8000:20000:1FFFE
351,finite_exact,1,1B516,3,2,256,32768,C001C001,1,8000:BFFF4000:10000:10001
352,finite_exact,1,1B516,2,65534,257,2,00033F07,1,C000:18002:FF01:4
353,finite_exact,1,1B516,31,3,1024,1,7FFFCC65,1,C63:7FFF8000:4000:2
354,finite_exact,1,1B516,2,2,128,65534,C003FFFE,1,C000:BFFF4000:20000:1FFFE
355,finite_exact,1,1B516,8,65535,255,2,0002B105,1,3000:18000:10101:4
356,finite_exact,1,1B516,8,2,2,65535,C0817000,1,3000:BFFF4000:800000:20000
357,finite_exact,1,1B516,2,65534,256,65535,00054002,1,C000:18002:10000:20000
358,finite_exact,1,1B516,8,32768,127,32767,00063404,1,3000:2FFFD:20408:FFFF
359,finite_exact,1,1B516,255,65534,255,2,00028289,1,182:18002:10101:4
360,finite_exact,1,1B516,65535,65535,3,0,0056D557,1,2:18000:555555:0
361,finite_exact,1,1B516,65535,32768,2,32768,00840000,1,2:2FFFD:800000:10001
362,finite_exact,1,1B516,1024,65534,128,65535,00058062,1,60:18002:20000:20000
363,finite_exact,1,1B516,65535,32768,1,0,0102FFFF,1,2:2FFFD:1000000:0
364,finite_exact,1,1B516,15,65534,256,32768,0003999D,1,199A:18002:10000:10001
365,finite_exact,1,1B516,16,65535,1024,0,0001D800,1,1800:18000:4000:0
366,finite_exact,1,1B516,31,65535,256,65535,00048C63,1,C63:18000:10000:20000
367,finite_exact,1,1B516,1,2,257,32768,C002BF02,1,18000:BFFF4000:FF01:10001
368,finite_exact,1,1B516,255,3,128,65534,80038180,1,182:7FFF8000:20000:1FFFE
369,finite_exact,1,1B516,2,32767,255,2,0004C108,1,C000:30003:10101:4
370,finite_saturation,1,1B516,31,1,1,1,FFFFFFFE,1,C63:17FFE8000:1000000:2
371,finite_exact,1,1B516,7,58982,2,32767,0082E184,1,36DB:1AAAA:800000:FFFF
372,finite_exact,1,1B516,3,65534,257,32768,0003FF04,1,8000:18002:FF01:10001
373,finite_exact,1,1B516,65535,3,1024,65535,8001C002,1,2:7FFF8000:4000:20000
374,finite_exact,1,1B516,2,3,65535,2,80004104,1,C000:7FFF8000:100:4
375,finite_saturation,1,1B516,1024,1,127,2,FFFFFFFE,1,60:17FFE8000:20408:4
376,finite_exact,1,1B516,4,65534,1,65535,0103E002,1,6000:18002:1000000:20000
377,finite_exact,1,1B516,1024,32767,1,32767,01040062,1,60:30003:1000000:FFFF
378,finite_saturation,1,1B516,1024,1,2,2,FFFFFFFE,1,60:17FFE8000:800000:4
379,finite_exact,1,1B516,16,65534,3,0,0056ED57,1,1800:18002:555555:0
380,finite_exact,1,1B516,255,65534,257,32767,00038084,1,182:18002:FF01:FFFF
381,finite_exact,1,1B516,8,32768,127,32767,00063404,1,3000:2FFFD:20408:FFFF
382,finite_exact,1,1B516,31,58982,256,32767,0003B70C,1,C63:1AAAA:10000:FFFF
383,finite_exact,1,1B516,1,3,128,65534,8004FFFE,1,18000:7FFF8000:20000:1FFFE
384,finite_exact,1,1B516,3,65535,3,1,00575557,1,8000:18000:555555:2
385,finite_exact,1,1B516,2,32767,1,32768,0104C004,1,C000:30003:1000000:10001
386,finite_exact,1,1B516,16,3,255,1,80009903,1,1800:7FFF8000:10101:2
387,finite_exact,1,1B516,4,2,257,1,C0009F03,1,6000:BFFF4000:FF01:2
388,finite_exact,1,1B516,15,32768,3,65535,005A6EEC,1,199A:2FFFD:555555:20000
389,finite_exact,1,1B516,15,58982,65535,0,0001C544,1,199A:1AAAA:100:0
390,finite_exact,1,1B516,8,65535,1024,32767,0002EFFF,1,3000:18000:4000:FFFF
391,finite_exact,1,1B516,1024,65535,65535,65534,0003815E,1,60:18000:100:1FFFE
392,finite_exact,1,1B516,7,3,255,2,8000B7E0,1,36DB:7FFF8000:10101:4
393,finite_exact,1,1B516,1,65535,255,32768,00050102,1,18000:18000:10101:10001
394,finite_exact,1,1B516,1,58982,257,2,000429AF,1,18000:1AAAA:FF01:4
395,finite_exact,1,1B516,7,3,3,65535,80570C30,1,36DB:7FFF8000:555555:20000
396,finite_exact,1,1B516,3,2,65535,2,BFFFC104,1,8000:BFFF4000:100:4
397,finite_exact,1,1B516,8,32768,1024,32768,00046FFE,1,3000:2FFFD:4000:10001
398,finite_exact,1,1B516,8,32767,1024,65535,00057003,1,3000:30003:4000:20000
399,finite_exact,1,1B516,31,32768,257,2,00040B65,1,C63:2FFFD:FF01:4
400,finite_exact,1,1B516,15,65535,1,1,0101999C,1,199A:18000:1000000:2
401,finite_exact,1,1B516,2,2,1024,32768,C0014001,1,C000:BFFF4000:4000:10001
402,finite_exact,1,1B516,15,65534,3,32767,0057EEF0,1,199A:18002:555555:FFFF
403,finite_exact,1,1B516,8,32767,255,2,00043108,1,3000:30003:10101:4
404,finite_exact,1,1B516,2,58982,255,65535,00056BAB,1,C000:1AAAA:10101:20000
405,finite_exact,1,1B516,2,2,255,65535,C0030101,1,C000:BFFF4000:10101:20000
406,finite_exact,1,1B516,8,2,256,65535,C0027000,1,3000:BFFF4000:10000:20000
407,finite_exact,1,1B516,16,32768,255,65535,000618FE,1,1800:2FFFD:10101:20000
408,finite_exact,1,1B516,8,2,127,32767,C0027407,1,3000:BFFF4000:20408:FFFF
409,finite_exact,1,1B516,7,32767,1024,32767,000476DD,1,36DB:30003:4000:FFFF
410,finite_saturation,1,1B516,255,1,1,1,FFFFFFFE,1,182:17FFE8000:1000000:2
411,finite_exact,1,1B516,255,3,65535,65534,80018280,1,182:7FFF8000:100:1FFFE
412,finite_exact,1,1B516,7,65534,2,32767,0082B6DC,1,36DB:18002:800000:FFFF
413,finite_exact,1,1B516,31,58982,128,65534,0005B70B,1,C63:1AAAA:20000:1FFFE
414,finite_exact,1,1B516,255,65535,127,65535,0005858A,1,182:18000:20408:20000
415,finite_exact,1,1B516,1024,58982,3,65535,0059005F,1,60:1AAAA:555555:20000
416,finite_exact,1,1B516,1024,32767,256,1,00040065,1,60:30003:10000:2
417,finite_exact,1,1B516,255,65535,65535,32768,00028283,1,182:18000:100:10001
418,finite_exact,1,1B516,255,65534,3,1,0056D6DB,1,182:18002:555555:2
419,finite_exact,1,1B516,2,32768,1024,2,00040001,1,C000:2FFFD:4000:4
420,finite_exact,1,1B516,255,65535,2,1,00818184,1,182:18000:800000:2
421,finite_exact,1,1B516,8,65535,3,2,00570559,1,3000:18000:555555:4
422,finite_exact,1,1B516,2,32767,127,65534,0007C409,1,C000:30003:20408:1FFFE
423,finite_exact,1,1B516,8,3,2,32768,8080B001,1,3000:7FFF8000:800000:10001
424,finite_exact,1,1B516,31,32768,257,32768,00050B62,1,C63:2FFFD:FF01:10001
425,finite_exact,1,1B516,1024,3,256,0,80008060,1,60:7FFF8000:10000:0
426,finite_saturation,1,1B516,31,1,127,2,FFFFFFFE,1,C63:17FFE8000:20408:4
427,finite_exact,1,1B516,1024,65535,127,0,00038468,1,60:18000:20408:0
428,finite_exact,1,1B516,1024,3,257,0,80007F61,1,60:7FFF8000:FF01:0
429,finite_exact,1,1B516,15,2,3,2,C054AEF3,1,199A:BFFF4000:555555:4
430,finite_saturation,1,1B516,65535,1,1,32767,FFFFFFFE,1,2:17FFE8000:1000000:FFFF
431,finite_exact,1,1B516,16,32767,128,2,00051807,1,1800:30003:20000:4
432,finite_exact,1,1B516,4,32768,128,32767,00065FFC,1,6000:2FFFD:20000:FFFF
433,finite_exact,1,1B516,3,3,255,32767,80020100,1,8000:7FFF8000:10101:FFFF
434,finite_exact,1,1B516,15,32767,256,1,0004199F,1,199A:30003:10000:2
435,finite_exact,1,1B516,15,2,2,32768,C080599B,1,199A:BFFF4000:800000:10001
436,finite_exact,1,1B516,7,2,1,32767,C10076DA,1,36DB:BFFF4000:1000000:FFFF
437,finite_saturation,1,1B516,8,1,65535,65535,FFFFFFFE,1,3000:17FFE8000:100:20000
438,finite_exact,1,1B516,31,3,257,65534,80028B62,1,C63:7FFF8000:FF01:1FFFE
439,finite_saturation,1,1B516,2,1,256,65534,FFFFFFFE,1,C000:17FFE8000:10000:1FFFE
440,finite_exact,1,1B516,15,65534,3,2,0056EEF5,1,199A:18002:555555:4
441,finite_exact,1,1B516,1024,65534,65535,2,00018166,1,60:18002:100:4
442,finite_exact,1,1B516,4,65534,255,1,0002E105,1,6000:18002:10101:2
443,finite_exact,1,1B516,255,65534,127,32768,0004858D,1,182:18002:20408:10001
444,finite_exact,1,1B516,4,32768,128,1,00055FFF,1,6000:2FFFD:20000:2
445,finite_exact,1,1B516,65535,32768,256,32768,00050000,1,2:2FFFD:10000:10001
446,finite_exact,1,1B516,16,65534,1024,1,0001D804,1,1800:18002:4000:2
447,finite_exact,1,1B516,255,58982,255,1,0002AD2F,1,182:1AAAA:10101:2
448,finite_exact,1,1B516,1,65534,2,0,00830002,1,18000:18002:800000:0
449,finite_exact,1,1B516,15,3,257,2,8000989F,1,199A:7FFF8000:FF01:4
450,finite_exact,1,1B516,3,2,128,32767,C002BFFF,1,8000:BFFF4000:20000:FFFF
451,finite_exact,1,1B516,31,65535,1024,32767,0002CC62,1,C63:18000:4000:FFFF
452,finite_exact,1,1B516,2,65535,256,65535,00054000,1,C000:18000:10000:20000
453,finite_saturation,1,1B516,15,1,65535,32768,FFFFFFFE,1,199A:17FFE8000:100:10001
454,finite_exact,1,1B516,1,32768,2,65535,00867FFD,1,18000:2FFFD:800000:20000
455,finite_exact,1,1B516,1024,3,257,1,80007F63,1,60:7FFF8000:FF01:2
456,finite_exact,1,1B516,2,32768,127,32768,0006C406,1,C000:2FFFD:20408:10001
457,finite_exact,1,1B516,16,2,1,65534,C10157FE,1,1800:BFFF4000:1000000:1FFFE
458,finite_exact,1,1B516,16,58982,256,65534,0004C2A8,1,1800:1AAAA:10000:1FFFE
459,finite_exact,1,1B516,1024,58982,65535,65534,0003AC08,1,60:1AAAA:100:1FFFE
460,finite_saturation,1,1B516,65535,1,255,65534,FFFFFFFE,1,2:17FFE8000:10101:1FFFE
461,finite_exact,1,1B516,31,32767,127,32768,0006106F,1,C63:30003:20408:10001
462,finite_exact,1,1B516,4,2,128,1,C001A002,1,6000:BFFF4000:20000:2
463,finite_exact,1,1B516,1,32768,257,32768,00067EFF,1,18000:2FFFD:FF01:10001
464,finite_saturation,1,1B516,3,1,128,65535,FFFFFFFE,1,8000:17FFE8000:20000:20000
465,finite_exact,1,1B516,31,3,255,65535,80028D64,1,C63:7FFF8000:10101:20000
466,finite_exact,1,1B516,7,2,255,2,C00077E0,1,36DB:BFFF4000:10101:4
467,finite_exact,1,1B516,16,3,257,65534,800296FF,1,1800:7FFF8000:FF01:1FFFE
468,finite_saturation,1,1B516,3,1,65535,2,FFFFFFFE,1,8000:17FFE8000:100:4
469,finite_exact,1,1B516,31,3,3,2,8054E1BC,1,C63:7FFF8000:555555:4
470,finite_saturation,1,1B516,7,1,128,0,FFFFFFFE,1,36DB:17FFE8000:20000:0
471,finite_exact,1,1B516,1,2,1,32768,C101C001,1,18000:BFFF4000:1000000:10001
472,finite_exact,1,1B516,15,2,255,65534,C0025A99,1,199A:BFFF4000:10101:1FFFE
473,finite_saturation,1,1B516,1024,1,128,0,FFFFFFFE,1,60:17FFE8000:20000:0
474,finite_exact,1,1B516,255,65534,257,1,00028087,1,182:18002:FF01:2
475,finite_saturation,1,1B516,31,1,256,2,FFFFFFFE,1,C63:17FFE8000:10000:4
476,finite_exact,1,1B516,255,2,1,65534,C1014180,1,182:BFFF4000:1000000:1FFFE
477,finite_exact,1,1B516,16,2,255,65534,C00258FF,1,1800:BFFF4000:10101:1FFFE
478,finite_exact,1,1B516,1024,58982,1024,1,0001EB0C,1,60:1AAAA:4000:2
479,finite_exact,1,1B516,1,2,256,2,C001C004,1,18000:BFFF4000:10000:4
480,finite_exact,1,1B516,15,2,1,65534,C1015998,1,199A:BFFF4000:1000000:1FFFE
481,finite_exact,1,1B516,255,32767,255,65534,00060284,1,182:30003:10101:1FFFE
482,finite_exact,1,1B516,7,2,256,32767,C00176DA,1,36DB:BFFF4000:10000:FFFF
483,finite_exact,1,1B516,15,32767,256,32768,0005199E,1,199A:30003:10000:10001
484,finite_exact,1,1B516,31,58982,255,32768,0003B80F,1,C63:1AAAA:10101:10001
485,finite_exact,1,1B516,1,65534,2,32767,00840001,1,18000:18002:800000:FFFF
486,finite_exact,1,1B516,3,32768,2,32767,00847FFC,1,8000:2FFFD:800000:FFFF
487,finite_exact,1,1B516,16,3,2,2,807F9804,1,1800:7FFF8000:800000:4
488,finite_exact,1,1B516,8,32767,1,32767,01043002,1,3000:30003:1000000:FFFF
489,finite_exact,1,1B516,65535,58982,127,65535,0005AEB4,1,2:1AAAA:20408:20000
490,finite_exact,1,1B516,255,3,127,32768,8002858B,1,182:7FFF8000:20408:10001
491,finite_exact,1,1B516,3,65534,3,65534,00595555,1,8000:18002:555555:1FFFE
492,finite_exact,1,1B516,16,65534,257,1,00029705,1,1800:18002:FF01:2
493,finite_saturation,1,1B516,15,1,257,32768,FFFFFFFE,1,199A:17FFE8000:FF01:10001
494,finite_exact,1,1B516,1,65535,65535,65534,000500FE,1,18000:18000:100:1FFFE
495,finite_exact,1,1B516,8,32767,256,32767,00053002,1,3000:30003:10000:FFFF
496,finite_exact,1,1B516,3,58982,257,32767,000429AA,1,8000:1AAAA:FF01:FFFF
497,finite_exact,1,1B516,16,58982,2,32767,0082C2A9,1,1800:1AAAA:800000:FFFF
498,finite_exact,1,1B516,15,32768,127,0,00051D9F,1,199A:2FFFD:20408:0
499,finite_exact,1,1B516,8,32767,255,2,00043108,1,3000:30003:10101:4
500,finite_exact,1,1B516,8,2,255,1,C0007103,1,3000:BFFF4000:10101:2
501,finite_exact,1,1B516,8,58982,1024,32768,00031AAB,1,3000:1AAAA:4000:10001
502,finite_saturation,1,1B516,255,1,2,0,FFFFFFFE,1,182:17FFE8000:800000:0
503,finite_exact,1,1B516,31,3,65535,2,7FFF8D67,1,C63:7FFF8000:100:4
504,finite_exact,1,1B516,3,58982,255,65535,00052BAB,1,8000:1AAAA:10101:20000
505,finite_exact,1,1B516,15,32767,255,32767,00051A9D,1,199A:30003:10101:FFFF
506,finite_exact,1,1B516,15,65535,128,1,0003999C,1,199A:18000:20000:2
507,finite_exact,1,1B516,7,32767,255,32767,000537DE,1,36DB:30003:10101:FFFF
508,finite_exact,1,1B516,31,32767,65535,1,00030D68,1,C63:30003:100:2
509,finite_exact,1,1B516,15,65535,257,2,0002989F,1,199A:18000:FF01:4
510,finite_exact,1,1B516,15,32768,257,2,0004189C,1,199A:2FFFD:FF01:4
511,finite_exact,1,1B516,31,2,257,32768,C0014B65,1,C63:BFFF4000:FF01:10001
512,finite_exact,1,1B516,15,65534,1,65535,0103999C,1,199A:18002:1000000:20000
513,finite_exact,1,1B516,31,32768,255,2,00040D65,1,C63:2FFFD:10101:4
514,finite_exact,1,1B516,8,65535,1,2,0101B004,1,3000:18000:1000000:4
515,finite_exact,1,1B516,3,65535,3,65535,00595555,1,8000:18000:555555:20000
516,finite_exact,1,1B516,3,58982,1024,65535,00046AAA,1,8000:1AAAA:4000:20000
517,finite_exact,1,1B516,255,2,3,0,C05496D7,1,182:BFFF4000:555555:0
518,finite_exact,1,1B516,255,32767,1024,65534,00054183,1,182:30003:4000:1FFFE
519,finite_exact,1,1B516,15,32767,257,65535,0006189E,1,199A:30003:FF01:20000
520,finite_exact,1,1B516,255,32767,255,65535,00060286,1,182:30003:10101:20000
521,finite_exact,1,1B516,15,3,1,32768,8100999B,1,199A:7FFF8000:1000000:10001
522,finite_exact,1,1B516,8,2,1024,0,BFFFB000,1,3000:BFFF4000:4000:0
523,finite_exact,1,1B516,16,3,1024,0,7FFFD800,1,1800:7FFF8000:4000:0
524,finite_exact,1,1B516,31,2,2,2,C07F4C67,1,C63:BFFF4000:800000:4
525,finite_exact,1,1B516,255,65535,3,1,0056D6D9,1,182:18000:555555:2
526,finite_exact,1,1B516,1,32768,256,1,00057FFF,1,18000:2FFFD:10000:2
527,finite_exact,1,1B516,3,3,1024,65535,80024000,1,8000:7FFF8000:4000:20000
528,finite_exact,2,14399,16,65535,256,0,00029000,1,1000:20000:8000:0
529,finite_exact,2,14399,15,64225,384,328,000274AF,1,1111:20A71:5555:3D8
530,finite_exact,2,14399,14,62914,512,655,00026F4A,1,1249:21554:4000:7AD
531,finite_exact,2,14399,13,61603,640,983,00027317,1,13B1:220AE:3333:B85
532,finite_exact,2,14399,12,60292,768,1311,00027BE3,1,1555:22C86:2AAB:F5D
533,finite_exact,2,14399,11,58982,896,1638,000287EC,1,1746:238E2:2492:1332
534,finite_exact,2,14399,10,57671,1024,1966,00029675,1,199A:245D1:2000:170A
535,finite_exact,2,14399,9,56360,1152,2294,0002A720,1,1C72:2535A:1C72:1AE2
536,finite_exact,2,14399,8,55049,1280,2621,0002B9D8,1,2000:26187:199A:1EB7
537,finite_exact,2,14399,7,53739,1408,2949,0002CECA,1,2492:27063:1746:228F
538,finite_exact,2,14399,6,52428,1536,3277,0002E667,1,2AAB:28000:1555:2667
539,finite_exact,2,14399,5,51117,1664,3604,0003018A,1,3333:2906A:13B1:2A3C
540,infeasible_zero_key,2,14399,0,65535,256,0,FFFFFFFF,0,
541,infeasible_zero_fidelity,2,14399,1,0,256,0,FFFFFFFF,0,
542,infeasible_zero_rate,2,14399,1,65535,0,0,FFFFFFFF,0,
543,infeasible_zero_key_fidelity_rate,2,14399,0,0,0,65535,FFFFFFFF,0,
544,finite_saturation,2,14399,1,1,1,65535,FFFFFFFE,1,10000:1FFFE0000:800000:30000
545,finite_saturation,2,14399,1,2,1,65534,FFFFFFFE,1,10000:FFFF0000:800000:2FFFD
546,finite_exact,2,14399,1,65535,1,0,00830000,1,10000:20000:800000:0
547,finite_saturation,2,14399,65535,1,65535,65535,FFFFFFFE,1,1:1FFFE0000:80:30000
548,finite_exact,2,14399,65535,65535,65535,0,00020081,1,1:20000:80:0
549,finite_exact,2,14399,2,32768,128,32768,0006FFFE,1,8000:3FFFC:10000:18002
550,finite_exact,2,14399,3,58982,256,6554,00035B05,1,5555:238E2:8000:4CCE
551,finite_exact,2,14399,16,65535,65535,65535,00051080,1,1000:20000:80:30000
552,finite_exact,2,14399,4,32767,257,1,0004BF87,1,4000:40004:7F80:3
553,finite_exact,2,14399,8,65534,256,0,0002A002,1,2000:20002:8000:0
554,finite_exact,2,14399,16,32768,1024,32767,0005AFFA,1,1000:3FFFC:2000:17FFE
555,finite_exact,2,14399,1024,65534,128,65534,0006003F,1,40:20002:10000:2FFFD
556,finite_exact,2,14399,8,32768,1,32767,00859FFA,1,2000:3FFFC:800000:17FFE
557,finite_saturation,2,14399,15,2,127,1,FFFFFFFE,1,1111:FFFF0000:10204:3
558,finite_saturation,2,14399,31,2,257,65534,FFFFFFFE,1,842:FFFF0000:7F80:2FFFD
559,finite_exact,2,14399,16,65535,1024,32768,0003B002,1,1000:20000:2000:18002
560,finite_exact,2,14399,1,65534,256,32768,00050004,1,10000:20002:8000:18002
561,finite_exact,2,14399,1,3,65535,1,AAAB0083,1,10000:AAAA0000:80:3
562,finite_exact,2,14399,8,65535,65535,2,00022086,1,2000:20000:80:6
563,finite_exact,2,14399,1024,65535,1024,65535,00052040,1,40:20000:2000:30000
564,finite_saturation,2,14399,3,1,257,32768,FFFFFFFE,1,5555:1FFFE0000:7F80:18002
565,finite_exact,2,14399,2,3,257,32767,AAAC7F7E,1,8000:AAAA0000:7F80:17FFE
566,finite_exact,2,14399,255,32768,127,1,00050304,1,101:3FFFC:10204:3
567,finite_exact,2,14399,2,32768,256,65535,0007FFFC,1,8000:3FFFC:8000:30000
568,finite_saturation,2,14399,1,1,127,2,FFFFFFFE,1,10000:1FFFE0000:10204:6
569,finite_saturation,2,14399,15,1,1,65535,FFFFFFFE,1,1111:1FFFE0000:800000:30000
570,finite_saturation,2,14399,1024,2,127,32768,FFFFFFFE,1,40:FFFF0000:10204:18002
571,finite_exact,2,14399,1,32767,127,1,0006020B,1,10000:40004:10204:3
572,finite_saturation,2,14399,65535,2,128,2,FFFFFFFE,1,1:FFFF0000:10000:6
573,finite_exact,2,14399,8,65534,256,32767,00042000,1,2000:20002:8000:17FFE
574,finite_exact,2,14399,1024,32768,255,2,000480C3,1,40:3FFFC:8081:6
575,finite_exact,2,14399,31,58982,127,65534,00064325,1,842:238E2:10204:2FFFD
576,finite_exact,2,14399,16,32767,3,65535,0031BAAF,1,1000:40004:2AAAAB:30000
577,finite_exact,2,14399,31,3,257,0,AAAA87C2,1,842:AAAA0000:7F80:0
578,finite_exact,2,14399,255,65535,127,65534,00060302,1,101:20000:10204:2FFFD
579,finite_exact,2,14399,7,65535,65535,65535,00052512,1,2492:20000:80:30000
580,finite_exact,2,14399,15,65535,3,1,002CBBBF,1,1111:20000:2AAAAB:3
581,finite_saturation,2,14399,16,1,127,2,FFFFFFFE,1,1000:1FFFE0000:10204:6
582,finite_exact,2,14399,1,65535,255,65534,0006807E,1,10000:20000:8081:2FFFD
583,finite_exact,2,14399,15,32768,65535,32767,0005918B,1,1111:3FFFC:80:17FFE
584,finite_exact,2,14399,4,3,2,32767,AAEBBFFE,1,4000:AAAA0000:400000:17FFE
585,finite_saturation,2,14399,7,2,1024,65534,FFFFFFFE,1,2492:FFFF0000:2000:2FFFD
586,finite_exact,2,14399,1024,65534,256,65535,00058042,1,40:20002:8000:30000
587,finite_saturation,2,14399,15,1,256,65535,FFFFFFFE,1,1111:1FFFE0000:8000:30000
588,finite_exact,2,14399,8,65534,1024,1,00024005,1,2000:20002:2000:3
589,finite_saturation,2,14399,7,1,1024,65535,FFFFFFFE,1,2492:1FFFE0000:2000:30000
590,finite_exact,2,14399,15,3,255,0,AAAA9192,1,1111:AAAA0000:8081:0
591,finite_saturation,2,14399,7,1,255,1,FFFFFFFE,1,2492:1FFFE0000:8081:3
592,finite_exact,2,14399,15,32768,65535,32767,0005918B,1,1111:3FFFC:80:17FFE
593,finite_exact,2,14399,2,58982,1,65535,0085B8E2,1,8000:238E2:800000:30000
594,finite_saturation,2,14399,1024,2,128,0,FFFFFFFE,1,40:FFFF0000:10000:0
595,finite_saturation,2,14399,3,1,3,32767,FFFFFFFE,1,5555:1FFFE0000:2AAAAB:17FFE
596,finite_exact,2,14399,2,65534,128,1,00038005,1,8000:20002:10000:3
597,finite_exact,2,14399,65535,65535,3,32767,002E2AAA,1,1:20000:2AAAAB:17FFE
598,finite_exact,2,14399,65535,3,256,1,AAAA8004,1,1:AAAA0000:8000:3
599,finite_exact,2,14399,31,32768,1,32767,0085883C,1,842:3FFFC:800000:17FFE
600,finite_exact,2,14399,31,2,256,0,FFFF8842,1,842:FFFF0000:8000:0
601,finite_exact,2,14399,1024,3,127,32768,AAAC8246,1,40:AAAA0000:10204:18002
602,finite_saturation,2,14399,8,1,257,0,FFFFFFFE,1,2000:1FFFE0000:7F80:0
603,finite_exact,2,14399,2,3,257,32767,AAAC7F7E,1,8000:AAAA0000:7F80:17FFE
604,finite_saturation,2,14399,7,2,3,65535,FFFFFFFE,1,2492:FFFF0000:2AAAAB:30000
605,finite_exact,2,14399,2,58982,2,0,0042B8E2,1,8000:238E2:400000:0
606,finite_exact,2,14399,1024,32768,65535,32768,000580BE,1,40:3FFFC:80:18002
607,finite_exact,2,14399,15,65535,257,0,00029091,1,1111:20000:7F80:0
608,finite_exact,2,14399,4,32768,127,1,00054203,1,4000:3FFFC:10204:3
609,finite_saturation,2,14399,31,2,128,32767,FFFFFFFE,1,842:FFFF0000:10000:17FFE
