id,c0_valid,c0_cost,c0_fidelity,c0_utilization,c0_hops,c0_slot,c1_valid,c1_cost,c1_fidelity,c1_utilization,c1_hops,c1_slot,lambda0,lambda1,lambda2,no_path,selected_slot,selected_score
268,True,3415076768,59909,3839107917,1,0,True,2931150853,65492,2114870325,2,1,2,1,1,0,1,0
269,True,2568761037,59815,2453216136,3,0,True,568866212,63814,2494068270,1,1,2,2,1,0,1,65535
270,False,779646905,59544,4114440451,3,0,True,4145660119,59011,1881852436,1,1,2,2,1,0,1,0
271,True,1640210537,60078,1180473743,2,0,True,2487638365,59105,251144565,1,1,1,2,1,0,0,65535
272,True,1116458150,60173,1007264670,5,0,True,2377164557,62773,3495229382,5,1,1,2,1,0,1,65535
273,True,3209678916,63692,114081328,5,0,True,3520931083,60245,3516590200,1,1,2,2,1,0,0,0
274,True,3854178188,63984,2707729336,2,0,True,1551023130,59705,104937603,1,1,1,2,1,0,0,65535
275,True,2893994003,65475,1133979279,1,0,True,3547755226,64491,3120828770,3,1,2,1,1,0,0,0
276,True,319692131,64761,4141181279,4,0,True,830797960,59051,1451067486,5,1,1,2,1,0,0,65535
277,True,3005891931,62499,3482344638,2,0,True,2360654963,62002,1598721803,2,1,1,2,1,0,0,65535
278,True,2692127939,62822,1349852144,5,0,True,3026865935,60267,2678679778,1,1,2,1,1,0,0,0
279,True,3146941626,62433,1945098786,5,0,False,227330449,64677,4201759904,2,1,2,1,1,0,0,0
280,True,1047834816,63333,2207694561,1,0,True,1877898052,61734,127433530,4,1,2,1,1,0,0,65535
281,True,3494990609,65377,2708034713,1,0,True,2810512400,61005,2565003248,3,1,2,1,1,0,1,65520
282,True,828183450,59345,4182837900,3,0,True,2259406287,60786,765940964,2,1,2,1,1,0,0,65535
283,True,1664881354,59323,4173518453,4,0,False,481405,64065,2398861660,5,1,2,1,1,0,0,0
284,True,1013118468,64382,2952291200,1,0,True,123808261,63611,2327776099,5,1,1,2,1,0,0,65535
285,True,1472661816,63898,1718550540,4,0,True,1109127708,65074,471310145,4,1,1,1,2,0,1,0
286,True,740589524,60715,2538526015,4,0,False,1336960647,64542,31964514,5,1,2,2,1,0,0,0
287,True,2893449273,59860,2687363386,4,0,True,3193812142,64503,2945531801,5,1,1,2,1,0,1,65535
288,True,2130953370,62168,1515473259,1,0,True,3133775291,59881,1036386107,3,1,2,2,1,0,0,65535
289,True,3213342067,61821,4141598675,3,0,True,1940013715,64088,1272381380,2,1,1,1,2,0,1,0
290,True,2295375004,59367,2774261959,1,0,False,400909090,59663,2844844266,4,1,1,1,2,0,0,0
291,True,1007121688,61302,3981444734,5,0,False,643286212,59801,765388517,5,1,1,2,1,0,0,0
292,True,3871119931,62352,2499112683,4,0,True,1756153965,59624,2186461028,2,1,2,1,1,0,1,65511
293,False,1423170316,60151,1266898224,5,0,True,2602396531,63715,2475012479,4,1,1,1,2,0,1,0
294,True,1076524281,61315,2103075352,5,0,True,3492339085,65209,3846485630,5,1,2,2,1,0,0,131036
295,True,1513412284,59228,143030356,4,0,True,3712496665,61520,1199672727,2,1,1,2,1,0,1,65535
296,True,4165546596,62110,794954100,5,0,True,390106387,61852,3737458385,1,1,1,2,1,0,0,65535
297,True,2714674821,63834,2608640850,4,0,True,1165789816,62320,3653549388,3,1,2,1,1,0,1,65535
298,True,1550092480,64121,2727830263,4,0,True,612925765,63927,3345594896,4,1,2,2,1,0,1,130398
299,True,3438807848,59530,1084339168,1,0,True,2605207063,64779,1131956737,2,1,2,1,1,0,1,65535
300,True,3986021861,64798,3269269807,5,0,True,1099930497,60826,2836982200,3,1,1,1,2,0,1,65519
301,True,2116046448,61657,803113481,2,0,True,4097010744,64972,4050603079,3,1,2,2,1,0,0,131030
302,True,2264415974,63441,3518743706,2,0,True,3451579278,64639,1286127539,2,1,1,1,2,0,1,65535
303,False,2830652154,59882,1721067028,2,0,True,3179093799,63680,2289352939,2,1,2,2,1,0,1,0
304,True,1708546697,59256,67967751,1,0,True,1998678616,59505,916468409,3,1,2,1,1,0,0,65273
305,True,4119296392,64773,2378145201,3,0,True,2801363493,60545,3564341366,2,1,1,1,2,0,0,65535
306,True,312133326,61870,2678677044,5,0,True,422467873,64199,4048584903,5,1,2,1,1,0,0,65507
307,True,2525783533,61136,2091134859,3,0,True,424818445,59674,2376209904,2,1,1,1,2,0,0,65535
308,True,2115979908,61752,2792139894,2,0,True,4038769061,63699,1416572001,5,1,2,1,1,0,0,65535
309,True,1155676634,62528,3076028783,5,0,True,2891946813,63970,2881346987,2,1,2,1,1,0,0,65535
310,True,1663482060,63698,3337395863,5,0,False,1172181144,63953,841279803,5,1,2,2,1,0,0,0
311,True,1141456101,64292,1129648874,5,0,True,193059112,59085,1762754069,4,1,2,1,1,0,1,65535
312,True,3488047659,60367,2894520351,3,0,True,844325008,64265,2116915946,3,1,1,2,1,0,1,0
313,True,731020025,62303,4002894667,3,0,True,1223795186,64601,1879618621,1,1,2,2,1,0,0,131012
314,True,2893564398,62501,734437342,4,0,True,1538148429,60763,3458402850,3,1,2,2,1,0,1,130994
315,True,2801498997,59268,1228419661,2,0,True,1870778041,60905,23804736,2,1,2,2,1,0,1,0
316,True,831283961,64661,526452858,3,0,True,337014125,60881,1023175775,4,1,1,2,1,0,0,65535
317,True,1211026887,64240,4162880854,3,0,True,174707015,64049,1190739449,2,1,1,1,2,0,1,65194
318,True,333694928,61661,1936235862,2,0,True,2651468988,61180,2956091748,5,1,1,2,1,0,0,0
319,True,2927316242,64322,3029527695,1,0,True,546885385,62768,3954589284,1,1,2,1,1,0,1,65535
320,True,3524352947,61110,599444635,1,0,True,4037550827,64665,3058092762,2,1,2,1,1,0,0,65517
321,True,1593757514,62390,864931271,3,0,False,545086824,60212,1539976610,4,1,1,1,2,0,0,0
322,True,1226964044,61329,3859159816,1,0,True,3680292669,62314,748668403,4,1,2,1,1,0,0,65535
323,True,3714779871,60245,3217577232,5,0,True,1645240946,62191,416305034,1,1,1,2,1,0,1,0
324,True,436843812,62676,2625222640,2,0,True,3451929588,61291,688781132,5,1,1,2,1,0,0,65535
325,True,2948637790,59689,641600555,5,0,True,204662864,62746,4209320486,5,1,1,2,1,0,1,65535
326,True,3999923714,61210,1556235693,2,0,True,889725203,60925,2067286584,4,1,2,2,1,0,1,130612
327,True,2214634547,59088,2132332267,3,0,True,1974006597,64806,845683491,5,1,1,1,2,0,1,0
328,True,520946527,62136,1597071665,2,0,True,812653446,59879,209984324,3,1,2,1,1,0,0,65535
329,True,2259282829,62407,1012636221,5,0,True,2049043517,59544,1628429852,5,1,2,2,1,0,1,131024
330,True,2461016147,61519,2683174094,1,0,True,2721694330,59710,1923581392,3,1,1,1,2,0,1,65535
331,True,1045372549,64476,1915956312,4,0,True,2728399551,64902,327718471,4,1,1,2,1,0,1,65535
332,True,2811043841,59379,2441537620,5,0,True,2803789009,64068,3873353146,1,1,2,2,1,0,1,65535
333,True,280157962,59450,3186138241,2,0,True,1039443229,65275,3877188251,3,1,2,2,1,0,0,131048
334,True,1636792179,64148,3422176394,3,0,True,2904536799,63706,2859705011,2,1,2,2,1,0,0,65535
335,True,454116301,63296,2468963897,5,0,True,952976571,64464,2898622242,4,1,1,2,1,0,1,65535
336,True,2485787407,65300,1063623483,4,0,True,655184270,60284,997614674,3,1,1,2,1,0,0,65535
337,False,921392704,64590,1788756584,2,0,True,1324809752,65200,2278425187,4,1,1,2,1,0,1,0
338,True,2294829963,60748,3013620179,1,0,True,4213954204,64807,587500099,3,1,1,2,1,0,1,65535
339,True,606515427,60219,4144840733,5,0,True,2182117995,63694,1640353023,3,1,1,1,2,0,1,65535
340,True,1132903322,64221,2927102880,5,0,True,3136475350,60810,4189420155,2,1,1,2,1,0,0,0
341,True,110202412,59095,4155328475,5,0,False,3460697124,60830,3824183645,5,1,2,2,1,0,0,0
342,False,3045365877,59587,3945295651,4,0,True,2720322058,60474,447829606,2,1,2,1,1,0,1,0
343,True,2534034005,63102,1665374718,1,0,True,2732510224,64042,2962589919,3,1,2,1,1,0,0,65465
344,True,9431440,64398,2090346748,4,0,True,3024039158,61137,3627250832,1,1,2,2,1,0,0,0
345,True,742553687,61114,3223364055,1,0,True,2823606279,63675,4053382120,3,1,1,2,1,0,1,65535
346,False,3427648219,65091,2822971787,4,0,True,637730579,59289,2530348822,1,1,2,1,1,0,1,0
347,True,1104452991,61436,846624461,5,0,True,3761535578,65158,1757695213,4,1,2,2,1,0,0,131034
348,True,4088790028,62277,4105485910,2,0,True,3580831250,64562,2222626299,5,1,1,1,2,0,1,0
349,False,2815843725,59439,2526269906,2,0,True,4169719978,61102,894552749,4,1,2,1,1,0,1,0
350,True,2617137250,63017,1102386408,2,0,True,4055866864,63500,958178124,1,1,1,2,1,0,1,65535
351,True,2213685784,61848,3166037049,1,0,True,1812243829,60355,4132496048,2,1,1,2,1,0,0,65535
352,True,3928021777,64706,627520770,1,0,True,417594935,63553,2945545392,4,1,1,1,2,0,0,65535
353,True,847793299,59733,2656013874,1,0,True,2833340941,59984,4291968722,5,1,2,2,1,0,0,130550
354,True,18955567,63515,1721536907,5,0,True,1501198264,63582,509584689,4,1,2,1,1,0,0,65535
355,True,2395036703,65533,4075485335,1,0,True,3902231081,64545,3698734881,5,1,2,2,1,0,0,65535
356,False,4224237568,63421,1794332096,4,0,True,952773774,64695,474621568,5,1,2,1,1,0,1,0
357,True,1497801085,65254,1081391803,3,0,True,207520281,65183,959669009,2,1,1,1,2,0,1,64625
358,False,1800628178,62064,2767671161,3,0,True,59005076,62234,808505860,1,1,2,1,1,0,1,0
359,True,3189893517,64987,2749801613,5,0,True,2624953363,64754,635329698,3,1,1,2,1,0,0,65535
360,True,1055639613,60185,2355461650,5,0,True,2471135077,61350,3738494957,2,1,2,1,1,0,0,65479
361,True,3123440469,60536,4233588171,4,0,True,2830533143,63969,1226026439,1,1,2,2,1,0,1,0
362,True,1745221630,64427,1315266093,3,0,True,3424230608,62673,2727790725,4,1,2,2,1,0,0,0
363,True,461765225,61543,3230148064,3,0,True,1097548975,63645,2983541403,5,1,1,2,1,0,1,65535
364,True,1270140147,60440,2188089460,4,0,True,592815101,60606,2603147392,2,1,2,1,1,0,1,65535
365,True,1563715349,59890,2138059621,2,0,True,3754946476,62270,287742664,1,1,1,1,2,0,1,65535
366,True,2926960694,60974,2819381435,1,0,True,1561729253,62848,1903370370,5,1,2,1,1,0,1,0
367,True,3150994246,64134,4087681951,5,0,False,2060752567,62720,649612521,5,1,1,2,1,0,0,0
368,True,566943992,62336,3038667906,4,0,True,4103873800,63452,1812302877,2,1,2,2,1,0,0,130952
369,True,3889585962,59679,4101569940,3,0,True,2771096708,62825,3320496684,5,1,1,2,1,0,1,0
370,True,3939727035,60595,1539669430,2,0,True,1332683980,64053,44818902,4,1,2,2,1,0,1,0
371,True,3959737264,60415,1145374792,1,0,True,3703118076,59065,3924274096,5,1,2,1,1,0,1,65535
372,True,798226210,64168,2498939348,3,0,True,53406119,62216,1951761474,1,1,2,2,1,0,1,131002
373,True,1662622429,62452,927986492,5,0,True,3764013845,61293,3340960937,3,1,2,1,1,0,0,0
374,True,1428199169,62773,1838719271,3,0,True,2104954404,61683,2120929766,5,1,2,2,1,0,0,0
375,True,2402858052,61715,3772660412,5,0,True,1940948737,59977,450000208,1,1,1,1,2,0,1,65497
376,True,3549210129,61690,2841507080,2,0,True,617396261,61490,1190867806,2,1,2,2,1,0,1,130418
377,True,1121724384,61715,312656339,5,0,True,1912840105,63741,882314336,2,1,1,2,1,0,1,65535
378,False,1975639359,62284,3835154933,5,0,True,4269204589,61489,3134238933,1,1,1,2,1,0,1,0
379,True,3949183380,61813,280524894,2,0,True,4285527064,62743,51639377,1,1,2,1,1,0,0,65535
380,True,1629819760,63945,1809493434,5,0,True,313224401,60853,483682849,3,1,1,1,2,0,1,65514
381,True,404778723,64245,626892589,5,0,True,1282533836,63907,3870727325,4,1,2,1,1,0,0,0
382,True,2434947642,60018,3113955527,4,0,True,3672815067,59982,2900987776,2,1,1,1,2,0,1,65535
383,True,3530732322,61210,1924777719,5,0,False,1647280871,60456,3490372432,4,1,2,1,1,0,0,0
384,False,1184694773,59234,2164438467,2,0,False,4059202107,63605,1089461456,2,1,2,1,1,1,0,0
385,True,474268440,64045,198492217,5,0,False,275588921,60198,2403265657,4,1,2,1,1,0,0,0
386,True,449001228,65067,2443025538,3,0,True,3376761359,60999,3386155971,3,1,1,1,2,0,0,0
387,True,970647942,63186,194323644,5,0,True,2155802163,61196,548629967,3,1,1,2,1,0,0,0
388,True,686272488,64708,2554649343,2,0,False,3583065077,59297,1744284809,4,1,1,1,2,0,0,0
389,True,319719279,62052,2795489239,4,0,False,1450772362,62207,3993211755,2,1,1,1,2,0,0,0
390,True,1316298785,62997,3707506152,5,0,True,565820918,64429,2588621309,5,1,1,2,1,0,1,0
391,True,4155800652,62441,2959931603,5,0,True,1872843583,59708,1733901236,1,1,2,1,1,0,1,65511
392,True,764414676,62789,340631158,2,0,True,1254129947,60681,1840339798,1,1,1,2,1,0,0,0
393,True,2177603328,63639,2468466723,1,0,True,3856538296,61257,1686452676,2,1,1,1,2,0,1,65535
394,True,304857732,59323,2340573794,3,0,True,2277921687,65501,4182828800,5,1,2,1,1,0,0,65524
395,True,4207332871,63235,799343179,1,0,True,1957149743,62406,3470730192,4,1,1,2,1,0,0,65535
396,True,3859457022,59207,1919186235,5,0,True,2832423981,59146,2777488623,2,1,2,1,1,0,1,65535
397,False,161563565,64653,2427917059,1,0,True,1427671669,62419,4209015579,2,1,2,2,1,0,1,0
398,True,1194571896,61771,3535638791,3,0,True,3497527454,59329,2569204048,3,1,1,2,1,0,0,65535
399,True,1084935010,61402,688576777,5,0,True,965698439,61907,2455706513,4,1,1,2,1,0,1,65535
400,True,1048491194,59190,3188412739,4,0,True,2699730387,62875,861635809,4,1,1,1,2,0,1,65535
401,True,3630377208,64561,1721890925,5,0,True,2633674891,60153,626907549,3,1,1,2,1,0,0,65535
402,True,1418310549,61816,2969112981,4,0,True,4162681167,64330,3070039393,4,1,2,1,1,0,0,65509
403,True,3996138992,60589,2798035859,1,0,True,3750243514,60086,3642089337,3,1,2,1,1,0,1,65535
404,True,421876702,60208,4080386415,1,0,True,2479103568,63534,1395838756,1,1,2,2,1,0,0,131030
405,True,3963769470,61070,176434278,2,0,True,1001356686,61980,3225466190,5,1,2,2,1,0,1,65535
406,True,1346926265,59380,4249739447,4,0,True,2943215397,59163,2171576127,5,1,1,1,2,0,1,65535
407,True,2230767214,64502,3554938117,4,0,True,2864207454,62645,1129261768,4,1,1,2,1,0,0,65535
408,True,2188878567,64145,4052011018,5,0,True,4006908431,59995,772313514,1,1,1,1,2,0,1,65535
409,True,3682125337,59077,3752115140,4,0,False,1118896182,65227,3878466706,4,1,2,2,1,0,0,0
410,True,3613800885,62095,786489739,5,0,True,2855499526,59780,1733292690,2,1,1,2,1,0,0,65535
411,True,3478810642,64738,178652969,2,0,True,3205084722,64600,256176816,4,1,2,1,1,0,1,65535
412,True,164444057,63662,3728535157,5,0,True,2838047453,62912,1410163105,4,1,1,2,1,0,0,65535
413,False,1406957255,61931,2925467516,2,0,True,3703607017,60831,1976889831,2,1,2,1,1,0,1,0
414,True,1372398659,64770,536087180,5,0,True,775738642,60153,3016646666,5,1,2,1,1,0,1,65535
415,True,3852296020,61635,2580476354,2,0,False,4029609302,59668,686458785,1,1,2,1,1,0,0,0
416,True,4191698144,64433,3075942143,5,0,False,2209211082,59438,135292684,3,1,1,1,2,0,0,0
417,True,2786059076,59383,1901754914,3,0,True,3304339078,65066,1835436015,1,1,2,1,1,0,0,65535
418,True,3562871002,60697,1148914656,3,0,True,1364632395,60508,2531022425,5,1,2,2,1,0,1,130380
419,True,3434223025,61241,1211616388,5,0,True,2031854627,64057,3162285628,1,1,2,1,1,0,1,65535
420,True,3906254494,63183,3987037642,5,0,True,1530986983,64266,2179590249,1,1,1,1,2,0,1,0
421,True,470284019,64454,785319808,1,0,True,3730990452,61554,933770311,5,1,2,1,1,0,0,0
422,True,2936588981,59548,1282085791,4,0,True,1743739390,65001,3066399894,2,1,2,1,1,0,1,65535
423,True,978221361,64174,3134271477,4,0,False,3511533635,63379,2326743241,3,1,1,1,2,0,0,0
424,False,1542148918,62071,3012116255,2,0,True,3258223902,62484,4076338950,4,1,2,1,1,0,1,0
425,False,3488051009,61674,3130852690,2,0,True,193177561,62187,2212865667,3,1,1,2,1,0,1,0
426,True,185477528,61742,1077338927,4,0,True,1527625576,60963,1483811501,2,1,2,1,1,0,0,0
427,True,431867198,62683,220428414,5,0,True,2397208019,62627,571073448,1,1,2,2,1,0,0,0
428,False,270590524,63079,3931392592,1,0,True,1838278100,59966,565133748,5,1,1,2,1,0,1,0
429,True,1896816247,64136,2971802614,4,0,True,1542416223,59739,1673272521,4,1,2,1,1,0,1,65520
430,True,3595532286,61428,3998726727,3,0,False,907527186,64988,3531135223,4,1,2,2,1,0,0,0
431,True,1866307058,64985,1449127585,2,0,True,1631252010,60388,3320545858,1,1,1,2,1,0,0,65535
432,True,2487287327,63165,1110400571,5,0,True,315423557,64559,1570652876,5,1,2,1,1,0,1,65535
433,True,3189430896,65363,2938929439,4,0,True,1265067640,63092,1026289098,4,1,1,1,2,0,1,65506
434,True,3497610575,60340,2083667973,3,0,False,4083322752,60122,2078511113,3,1,1,2,1,0,0,0
435,True,3190228320,59736,3036683946,4,0,True,2796860395,60213,3336484976,5,1,2,2,1,0,1,65535
436,True,1989131516,59363,678572403,3,0,True,2120723247,61683,3534205609,2,1,2,2,1,0,0,131014
437,True,1821455326,65108,1705590664,5,0,True,3840159208,62567,364928355,4,1,2,2,1,0,0,65535
438,True,2578280689,60580,1147717661,4,0,True,2485606908,64408,542264899,1,1,2,1,1,0,1,0
439,True,3960277316,63355,1503986342,2,0,True,3077324253,63364,377718995,1,1,2,1,1,0,1,0
440,True,1847372077,63581,737407687,4,0,False,3213506022,60813,1116496618,3,1,2,2,1,0,0,0
441,True,2220722190,63974,672242369,4,0,True,3941824587,62719,3106788261,5,1,1,1,2,0,0,0
442,True,793378649,59801,1937069006,2,0,True,3572474671,63950,707215327,4,1,1,2,1,0,1,65535
443,False,489853141,61002,238331075,3,0,True,3185378285,60891,3810655639,4,1,1,2,1,0,1,0
444,True,2609324935,61064,2109971720,1,0,True,2809991361,63260,70002129,5,1,1,2,1,0,1,65535
445,True,4022466971,63271,4268271696,5,0,True,1342520785,61939,1933268685,4,1,2,2,1,0,1,130972
446,True,4147180865,60308,3395669230,2,0,True,1280821362,61182,1889448144,4,1,1,2,1,0,1,0
447,False,4151318639,59322,272796222,5,0,False,139253956,64715,2781654703,3,1,1,2,1,1,0,0
448,True,2884863517,62968,2591577333,3,0,True,2751454602,62584,1339366387,4,1,1,1,2,0,1,65365
449,False,888892572,61472,2859902942,2,0,True,4016895993,61070,3487932590,1,1,2,1,1,0,1,0
450,True,408499406,63031,2562456008,3,0,True,3915760414,60538,2886369832,3,1,2,1,1,0,0,0
451,True,1445804682,60266,4027666255,4,0,True,1257840921,64110,3345650112,2,1,2,2,1,0,1,0
452,True,2275340541,61528,3184166744,1,0,True,1354580033,63546,1484435181,1,1,2,1,1,0,1,0
453,True,44326869,59042,803141856,4,0,True,1248717379,62807,1058847366,5,1,2,1,1,0,0,65518
454,False,2209556826,60607,2707312708,3,0,True,1041212980,59534,2532685960,3,1,2,1,1,0,1,0
455,True,4234910524,61594,3609752774,2,0,True,2259033673,61706,1743886059,3,1,2,2,1,0,1,0
456,True,4228788245,65396,2765357863,1,0,True,2988400871,63174,616868514,5,1,2,1,1,0,1,65506
457,False,2619781632,61954,3438364461,1,0,True,4249593099,63732,737073048,3,1,1,2,1,0,1,0
458,True,1143024540,65524,977269149,2,0,True,614279634,59678,3852693189,3,1,1,1,2,0,0,65535
459,True,2971379043,60365,3379246251,4,0,True,563545814,60415,3913388824,1,1,1,1,2,0,0,65535
460,True,1557825815,60438,2149711226,4,0,True,1504059812,60401,4003654002,2,1,1,1,2,0,0,65535
461,True,3036273406,62564,2353406932,1,0,True,2762714745,59548,459657157,5,1,1,2,1,0,0,65535
462,True,2561801733,62247,717541200,1,0,True,3345578153,62506,428287706,1,1,2,2,1,0,0,130566
463,True,1773928178,62538,557000248,5,0,True,513186161,63467,1922350935,4,1,2,2,1,0,1,65535
464,True,1194315367,63674,654524784,2,0,True,4218034013,65392,2308768392,5,1,1,2,1,0,1,65535
465,False,3542460022,65396,3758324344,4,0,True,806960765,64151,2638235888,2,1,1,2,1,0,1,0
466,True,1144922693,65246,3808927953,1,0,False,1202737384,64885,611706432,5,1,2,1,1,0,0,0
467,True,3857125150,65003,1629840341,3,0,False,768715503,62929,1957848608,2,1,2,1,1,0,0,0
468,True,1909832204,61484,615174376,4,0,True,1294119688,59687,1931747052,5,1,2,1,1,0,1,65535
469,True,1968904213,59726,3881713991,1,0,False,2641240131,62559,354416331,1,1,2,1,1,0,0,0
470,True,2149880166,63163,2861086854,1,0,True,558385887,59165,1662722400,4,1,1,2,1,0,0,65535
471,True,3306838913,59221,1247423265,1,0,True,3540082170,62747,2088348687,3,1,2,1,1,0,0,65516
472,True,1173205978,62573,751961385,2,0,True,2109120247,64570,1624104217,2,1,1,1,2,0,0,65502
473,True,4157098240,62867,513701854,3,0,True,897698403,65120,995024799,1,1,2,1,1,0,1,65535
474,True,2584614289,61349,2561995261,3,0,False,1570161351,59950,2267748448,3,1,1,1,2,0,0,0
475,True,2884980874,64101,4012050927,5,0,True,300379044,61700,1948086241,3,1,1,2,1,0,0,65535
476,True,887773668,64794,978279941,5,0,True,3175914161,59179,2825993648,3,1,2,2,1,0,0,0
477,True,4269082808,60608,3841125145,2,0,True,1919561369,60247,667231288,1,1,2,2,1,0,1,130708
478,True,243150273,59815,3606940499,5,0,False,2142461427,65324,1137547139,3,1,1,2,1,0,0,0
479,True,3281060099,61020,1966815186,4,0,True,861605262,59685,3710462802,1,1,2,2,1,0,1,130972
480,True,2169466977,61945,1458825950,4,0,True,2966435283,62890,2593498759,3,1,1,2,1,0,1,65535
481,True,4084129925,60818,3900300821,1,0,False,3548686603,63531,802203349,2,1,2,1,1,0,0,0
482,True,3225043141,62552,3998692062,3,0,True,4263820115,64660,760901361,1,1,2,2,1,0,0,131008
483,True,502763194,61174,4260979184,2,0,True,2736010609,65203,220470478,2,1,2,2,1,0,0,131038
484,True,4248819707,61549,3157100836,4,0,False,1314924033,63778,2814260576,4,1,1,1,2,0,0,0
485,True,2350447030,61994,3518911453,2,0,True,681955394,62058,3179923153,4,1,2,2,1,0,1,0
486,True,1118353724,65153,3136977956,5,0,True,1290948956,64718,3262741429,2,1,1,2,1,0,0,0
487,False,3280860468,60909,4064201714,4,0,True,3599936728,63709,490824645,5,1,1,2,1,0,1,0
488,False,960273664,62458,610978518,3,0,True,3591773539,63863,2523232181,4,1,2,1,1,0,1,0
489,True,46732782,61368,1819320824,5,0,True,123175295,63651,2163157225,4,1,1,1,2,0,0,65506
490,True,2016457085,60557,4190113974,5,0,True,1738130133,59581,1169897238,1,1,2,1,1,0,1,65468
491,True,405471921,60343,2098361032,1,0,True,2162141370,60464,4239303559,4,1,1,2,1,0,1,65535
492,True,2416012059,60818,2885669374,4,0,True,3520258450,60065,1546486209,2,1,1,2,1,0,0,65535
493,True,2294216333,60226,3074159151,3,0,True,1798318079,65445,398683229,4,1,2,2,1,0,1,0
494,True,506451485,63520,3818121422,4,0,True,2619880775,62171,2938293216,4,1,1,1,2,0,1,65535
495,True,133062775,61274,3004043703,5,0,True,473691173,61396,2878780315,3,1,2,1,1,0,0,65535
496,True,861782128,60097,3341254715,5,0,True,116662488,62965,3494857306,2,1,1,1,2,0,0,65535
497,True,1452367638,60670,612723781,5,0,True,3913412892,60041,2983551858,3,1,2,1,1,0,0,0
498,False,4068259262,64485,795673866,4,0,True,2869571160,64315,1260522513,5,1,2,2,1,0,1,0
499,True,4023562709,60646,2587657423,5,0,True,3036152450,59333,804133603,1,1,2,2,1,0,1,130970
500,True,2540495615,63216,1818262816,1,0,True,1909257153,62210,1741050906,5,1,2,1,1,0,1,65470
501,True,4059818022,63969,1014431835,3,0,True,3870978093,61408,2381809632,3,1,2,1,1,0,1,65535
502,True,4248183974,62113,621218231,4,0,False,2086845470,59278,661692315,4,1,1,1,2,0,0,0
503,True,3466922843,59504,1998222676,3,0,True,953116740,61339,1396155416,4,1,2,1,1,0,1,0
504,True,4172627731,63041,1374995070,3,0,True,2535326771,61580,2127917118,2,1,1,1,2,0,0,65535
505,True,1805996600,65258,2313327441,4,0,True,3185073199,64098,1451667050,2,1,1,2,1,0,0,65535
506,True,3044411794,62242,3721196423,5,0,True,2025949483,64892,2601345133,2,1,2,2,1,0,1,0
507,True,700566325,61628,349553925,3,0,True,1096683713,60931,3669451300,3,1,2,1,1,0,0,0
508,True,2598496061,61683,3840201300,5,0,True,1361950052,61883,2364011937,3,1,2,2,1,0,1,0
509,True,839191492,60877,3978514211,1,0,True,4102012200,59525,2054149562,4,1,2,2,1,0,0,65535
510,False,1907576941,63114,1931862322,3,0,True,503059709,60208,3313094895,5,1,1,1,2,0,1,0
511,True,2052481884,63596,4243434434,1,0,True,3340898195,63990,3586106460,5,1,2,2,1,0,0,130738
512,True,3229997427,61707,123232321,2,0,True,896819998,61292,3788819174,3,1,1,2,1,0,0,65535
513,True,1440501965,61779,1465173564,3,0,True,1622623649,64390,4135706661,3,1,2,2,1,0,0,131020
514,True,1756140581,63074,1017908370,4,0,True,3027427640,64679,1936984532,4,1,1,1,2,0,0,65494
515,True,2086612775,61159,3040310789,5,0,True,2478425127,61262,3123072469,2,1,1,2,1,0,1,65535
516,True,1391414976,60554,2157826561,5,0,True,999937204,62820,1552048863,1,1,1,1,2,0,1,0
517,True,2843579877,63987,1001057621,2,0,True,3483013045,59241,2330749016,5,1,1,1,2,0,0,0
518,True,1713563170,59775,1710221820,2,0,True,283649014,62124,2254778207,2,1,2,2,1,0,1,65535
