test_id,src_node,dst_node,time_now,f_min_q016,key_counts,f_init_q016,decay_idx,arrival_rate_q8_8,qber_q016,distance_cost_q16_16,candidate_paths,candidate_lens,expected_selected_path_id,expected_best_weight,expected_bottleneck_fidelity,expected_valid_path,tolerance,intent
R050_seeded_random,7,5,2050,53618,8|3|4|1|10|8|1|5,59895|62372|64261|61331|62384|59164|64854|60512,2|8|0|3|3|12|8|12,300|1023|1024|512|1024|1024|1024|1500,328|3277|3277|1966|655|655|328|3277,916849|1224732|1846273|1072497|1890154|1122459|555281|1135714,4-4-0-0|0-0-0-0|7-0-0-0|3-0-0-0,2|1|1|1,1,1028537,56264,1,0,random valid-biased regression
R051_seeded_random,7,2,2051,50860,3|15|3|4|8|3|8|7,61391|51993|58746|49267|64850|61292|55651|58852,0|32|64|2|128|255|16|32,128|512|700|511|300|128|1024|128,655|1311|655|6554|9830|9830|3277|328,1882680|2186552|3095741|3253010|867208|834264|1949371|1031323,5-5-0-0|4-0-0-0|2-0-0-0|5-3-0-0,2|1|1|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R052_seeded_random,6,6,2052,62056,0|0|3|3|0|0|2|0,34531|54839|40396|41658|52475|48419|46092|57931,128|128|255|2|128|16|64|64,1200|511|511|0|300|511|900|100,3277|6554|655|6554|9830|3277|6554|9830,1488572|1789153|1873822|2568827|1271582|1299569|1075815|3136454,0-0-0-0|6-2-0-0|6-5-0-0|3-0-0-0,0|3|2|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R053_seeded_random,3,3,2053,61257,4|0|7|2|1|0|1|1,56320|47840|52573|45317|63842|51640|55404|48137,3|0|128|0|1|1|128|32,1023|512|700|0|511|300|300|128,328|328|9830|328|9830|328|328|6554,1762768|1788529|3261222|3548896|3426161|3054771|226778|1210031,0-0-0-0|5-3-2-3|7-4-4-0|7-0-0-0,1|4|3|1,0,4294967295,0,0,0,random high-threshold regression
R054_seeded_random,4,7,2054,51429,5|1|15|3|5|1|8|2,64770|59540|64969|59309|61199|61981|61507|64880,3|2|2|1|2|3|2|3,1800|1200|300|511|1024|1024|1023|1024,655|1311|655|655|328|655|3277|328,995159|1107328|616824|1015383|1883845|467260|1227516|1163771,6-0-0-0|6-0-0-0|2-0-0-0|7-0-0-0,1|1|1|1,2,691030,61031,1,0,random low-threshold arithmetic regression
R055_seeded_random,6,2,2055,47541,15|5|2|15|1|8|5|3,63247|64770|61091|60315|62461|62818|64355|61212,2|5|5|12|3|8|2|3,1200|1024|1500|1024|1500|1200|1023|511,1966|328|328|1311|328|1311|1311|1311,1536770|428367|1937794|1537536|411066|543582|1839319|1121670,0-0-0-0|1-2-7-0|5-1-0-0|6-0-0-0,1|3|2|1,2,1217891,48922,1,0,random valid-biased regression
R056_seeded_random,3,4,2056,59907,2|15|4|4|1|3|15|1,57762|58442|43789|47936|53545|58092|44900|48550,1|3|1|3|3|0|2|2,1024|512|512|511|300|0|1024|700,6554|3277|655|6554|9830|655|328|328,2238962|1733464|3020802|1225608|3269516|2659741|3422509|737679,0-0-0-0|2-0-0-0|1-5-2-0|15-0-0-0,0|1|3|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R057_seeded_random,0,3,2057,62781,0|2|1|0|0|0|2|0,43588|41425|55745|54337|36915|48368|59459|35044,0|0|16|128|255|32|32|32,511|512|0|100|100|100|900|100,655|6554|3277|655|3277|6554|3277|9830,1611940|435604|3036168|2055327|1194309|844516|515258|2896837,3-4-0-0|0-0-0-0|10-0-0-0|3-4-0-0,2|0|2|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R058_seeded_random,3,6,2058,62078,15|7|2|0|7|3|15|1,48470|62788|51148|43945|45785|52969|45406|55002,64|32|8|64|1|64|1|0,1023|511|300|700|300|700|300|128,1311|1311|1311|1311|1311|9830|9830|6554,398183|3028189|1055514|2513335|1283654|2980566|1997474|2383512,4-6-2-2|5-3-0-0|2-2-1-0|4-0-0-0,4|2|3|1,0,4294967295,0,0,0,random high-threshold regression
R059_seeded_random,7,5,2059,45094,15|2|15|4|3|12|8|6,61513|60278|60954|61972|63183|59701|59927|60700,8|8|0|8|12|5|3|5,1023|1024|511|1500|1024|1800|511|300,3277|328|655|5243|655|655|3277|655,1339995|1030735|1300646|620685|725631|2047484|2045397|2276987,0-6-0-0|6-6-0-0|4-2-1-6|2-4-3-1,2|2|4|4,0,3684660,47905,1,0,random low-threshold arithmetic regression
R060_seeded_random,3,4,2060,57004,15|3|2|3|12|4|8|12,64591|64744|60385|60403|62072|60475|62852|65030,3|5|8|5|8|0|8|2,1800|1800|1023|700|1200|511|1024|1200,1311|1966|328|655|3277|3277|1966|655,2157545|728487|1134648|449078|2072543|994525|1709104|1760052,6-7-0-0|4-3-0-0|4-6-0-0|4-0-0-0,2|2|2|1,0,4294967295,0,0,0,random valid-biased regression
R061_seeded_random,4,2,2061,55207,15|2|4|8|1|15|8|8,61814|51883|63877|49330|59945|44225|58520|59309,3|16|255|3|128|32|255|0,511|1600|1023|1600|511|512|300|1023,655|1311|655|655|9830|1311|9830|9830,301609|696973|1543592|1434778|1761382|2740159|2816241|3808608,2-0-0-0|0-9-4-2|15-3-0-0|2-0-0-0,1|4|2|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R062_seeded_random,1,3,2062,58177,2|2|0|3|3|1|0|0,35969|33482|56441|55679|57619|43162|59700|37942,32|0|32|0|8|8|128|0,512|900|0|0|300|512|100|300,655|3277|3277|6554|655|655|3277|9830,2735392|3045069|874958|2207362|2831835|2725103|1062115|1018320,5-9-0-0|0-7-0-0|2-6-0-0|6-0-0-0,2|2|2|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R063_seeded_random,5,1,2063,62536,2|2|2|1|8|4|15|3,43523|48350|64895|49490|49200|56263|42896|47507,32|16|0|8|64|1|16|3,700|1023|700|512|300|512|512|511,655|328|328|6554|6554|1311|655|3277,2040640|3885745|2209333|2837689|1357775|2157359|388431|3840657,7-0-0-0|4-1-1-0|6-1-0-0|0-2-2-0,1|3|2|3,0,4294967295,0,0,0,random high-threshold regression
R064_seeded_random,0,6,2064,50862,5|4|3|1|5|10|5|10,61973|62713|63091|60014|62398|59398|62754|61362,1|4|5|3|3|4|0|2,700|1500|1023|300|300|512|1023|300,1966|3277|3277|655|3277|328|655|5243,1567105|2000028|368129|549466|1112832|380054|1807240|1190035,5-6-0-0|4-7-7-0|4-0-0-0|7-1-2-5,2|3|1|4,2,1230130,56812,1,0,random low-threshold arithmetic regression
R065_seeded_random,2,3,2065,46394,2|6|5|12|15|12|4|5,63148|59007|61973|63279|64637|62701|63190|63205,0|12|1|5|12|4|5|0,300|1200|700|1024|700|511|1024|700,1311|1966|1311|3277|655|3277|3277|1311,672453|514686|894290|2064731|918812|842969|1193334|842000,0-0-0-0|4-0-0-0|4-0-0-0|6-0-0-0,1|1|1|1,0,743331,63147,1,0,random valid-biased regression
R066_seeded_random,6,1,2066,52185,8|0|15|8|2|0|0|4,60876|44275|59336|57558|62465|50157|51659|63598,64|32|1|16|32|0|64|128,300|300|0|512|128|1024|700|1023,9830|1311|655|328|9830|655|9830|3277,3573299|1899335|210949|2427876|840070|1525316|1917632|2768962,2-0-0-0|3-0-0-0|10-1-0-4|9-0-0-0,2|1|4|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R067_seeded_random,7,2,2067,59792,0|3|2|0|1|0|1|2,60680|43505|51477|54911|60215|41375|50161|47927,255|0|16|255|128|8|0|32,0|900|512|100|300|0|300|900,655|9830|655|6554|6554|3277|6554|3277,1653082|1701443|2185435|3151306|817056|1412739|536793|410117,0-0-0-0|4-0-0-0|6-0-0-0|0-1-5-0,1|1|1|3,0,4294967295,0,0,0,random invalid/no-path stress regression
R068_seeded_random,2,4,2068,59788,1|15|1|0|3|4|4|15,53441|47908|48218|45750|57464|55824|48867|52635,0|16|128|3|1|1|3|32,512|512|1023|511|0|0|0|1024,6554|3277|655|3277|3277|6554|9830|3277,3290224|1456212|3375569|958901|2515349|3716302|1187296|1585476,3-0-0-0|5-6-0-0|0-4-0-0|1-0-0-0,2|2|2|1,0,4294967295,0,0,0,random high-threshold regression
R069_seeded_random,0,6,2069,47491,8|10|2|5|12|8|4|12,62348|59951|60137|64209|60070|64627|61198|59505,8|3|2|5|5|3|4|1,1500|512|512|1023|512|511|1024|1800,5243|1311|1966|1966|3277|655|3277|3277,2223087|1379664|1626779|382103|1545621|1867340|2266538|682542,6-0-0-0|0-0-0-0|0-0-0-0|4-6-1-0,1|1|1|3,1,2381693,48556,1,0,random low-threshold arithmetic regression
R070_seeded_random,4,1,2070,46280,12|12|2|4|6|1|12|6,61265|62970|61339|64365|63760|60869|62084|59023,1|3|5|8|0|2|0|1,511|512|1024|700|700|1500|1800|300,655|1311|3277|1311|1311|328|1966|3277,1068957|595112|840498|1961541|845717|1744028|478915|2025718,5-0-0-0|3-0-0-0|6-1-0-0|5-5-1-0,1|1|2|3,2,1206581,57333,1,0,random valid-biased regression
R071_seeded_random,4,7,2071,51237,1|7|1|0|2|1|0|7,54851|53946|64628|58744|54299|46827|65061|47875,1|2|32|128|0|8|32|255,300|700|300|1023|300|300|700|128,1311|9830|1311|328|3277|1311|655|3277,1565569|755258|1766605|3575203|848345|1176438|277219|1876364,6-0-0-0|2-0-2-0|10-8-0-0|3-4-0-0,1|3|2|3,0,4294967295,0,0,0,random mixed valid/invalid regression
R072_seeded_random,1,4,2072,59951,0|0|2|3|1|0|0|1,36077|42953|53678|35374|49554|41233|53876|50236,128|128|64|255|16|2|2|128,100|900|511|0|100|511|512|1200,9830|6554|6554|3277|3277|9830|9830|9830,1697260|934637|2653933|2385079|2284520|1143809|1771415|927163,2-0-0-0|4-2-0-0|0-0-0-0|10-0-7-0,1|2|0|4,0,4294967295,0,0,0,random invalid/no-path stress regression
R073_seeded_random,5,4,2073,61345,4|1|3|3|15|15|1|2,60493|45316|48112|51927|44641|57128|57881|53109,16|3|8|32|0|16|3|64,300|0|1024|1600|512|0|511|1600,655|3277|3277|3277|9830|328|6554|9830,2888687|2963465|90387|2772293|371826|91795|2141477|3850889,3-7-0-7|1-6-5-0|7-4-8-0|2-4-0-0,4|3|3|2,0,4294967295,0,0,0,random high-threshold regression
R074_seeded_random,4,6,2074,50380,1|4|15|4|2|3|12|15,59017|63146|65069|61430|60376|62867|65108|63777,5|1|0|3|12|12|2|12,1200|1024|1024|512|300|511|1200|1800,5243|328|655|1966|1311|1311|1966|5243,596496|1505323|467375|2145974|1297589|1090106|783631|1574071,3-0-0-0|1-7-3-6|0-6-0-0|5-0-6-0,1|4|2|3,2,1603233,50479,1,0,random low-threshold arithmetic regression
R075_seeded_random,4,4,2075,52859,5|8|8|3|1|15|2|6,62572|63598|60672|61713|59180|59025|61527|62079,2|4|4|5|5|5|12|8,1500|1200|512|700|512|1500|512|1024,1311|328|1311|1311|328|5243|1311|1311,1006336|634198|1170932|1120689|2247376|627763|1068117|1912946,0-7-6-7|5-1-0-0|10-0-0-0|4-2-0-0,4|2|1|2,0,4294967295,0,0,0,random valid-biased regression
R076_seeded_random,1,4,2076,57601,8|3|1|7|15|8|15|1,59135|42883|52180|58604|64810|47588|46580|54795,128|32|255|1|1|32|8|64,700|511|0|1024|1023|1023|512|1600,6554|3277|655|9830|1311|328|655|9830,385569|3516413|2591486|1621205|1442573|1495370|262223|2233453,0-0-0-0|0-0-0-0|5-7-2-6|7-0-0-0,0|1|4|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R077_seeded_random,7,7,2077,60761,0|0|0|0|2|0|0|0,47774|49343|34652|45408|45630|56772|45419|42743,0|64|2|255|8|255|0|255,100|900|512|900|100|100|300|512,655|9830|9830|6554|3277|3277|3277|9830,1647209|1561806|2722190|2240783|1935492|1099969|1267153|1072706,5-1-3-0|10-0-0-0|2-0-0-0|0-0-0-0,3|1|1|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R078_seeded_random,2,5,2078,63523,8|7|3|4|3|4|0|2,50640|63416|62314|56476|57493|62080|56243|58989,2|1|0|16|128|255|3|255,128|1024|128|300|1024|0|700|700,655|328|1311|655|655|6554|1311|655,2995754|2333076|1767907|1655304|3031403|1022991|1384522|2103890,2-7-0-0|0-2-0-0|5-3-0-0|5-1-5-0,2|2|2|3,0,4294967295,0,0,0,random high-threshold regression
R079_seeded_random,7,6,2079,46087,2|4|2|2|4|6|2|15,64647|59618|60205|62537|60511|64150|61198|61108,3|3|4|3|2|3|3|5,300|1200|1023|1200|512|1024|1500|512,1966|3277|655|1966|655|1311|5243|328,1769821|1337854|1038958|1430989|852776|1144713|967453|550225,3-3-0-0|7-0-0-0|4-0-0-0|6-1-0-0,3|1|2|2,1,677505,52267,1,0,random low-threshold arithmetic regression
R080_seeded_random,3,1,2080,51693,8|2|4|5|3|5|2|12,62075|60982|63810|65015|63893|59441|61980|61696,4|3|5|4|5|8|4|8,1024|1023|511|1800|300|700|512|511,1966|5243|3277|328|655|5243|1311|5243,2004096|879038|1773262|1630751|2184638|859824|1410663|1255260,1-0-0-0|6-1-0-0|2-2-0-0|3-0-0-0,1|2|2|1,0,1002388,55523,1,0,random valid-biased regression
R081_seeded_random,2,0,2081,54300,3|0|7|1|8|1|15|7,47648|48577|55181|63648|49697|47950|61857|59850,64|2|128|32|0|1|1|0,512|511|512|128|700|700|128|1600,6554|328|655|6554|6554|328|3277|6554,1762315|2026277|1648313|3474072|3132927|3745822|3833184|1494241,1-0-0-0|7-3-0-0|6-0-0-0|7-7-0-0,1|2|1|2,3,3138442,59849,1,0,random mixed valid/invalid regression
R082_seeded_random,3,5,2082,60803,0|3|3|0|1|0|0|2,39512|36594|52142|33230|56548|38594|60826|48863,32|32|2|32|0|8|0|8,300|1200|100|511|300|512|900|900,3277|655|3277|6554|6554|9830|9830|655,2931884|3098580|923734|992571|546246|1823910|741930|1888237,4-0-0-0|2-9-2-10|6-6-6-0|1-0-0-0,1|4|4|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R083_seeded_random,1,6,2083,62395,1|0|7|2|0|8|3|7,57443|53898|54271|59334|60660|56980|49555|57360,0|2|128|0|128|2|2|8,1024|300|1024|511|128|0|1023|1024,3277|328|6554|655|6554|328|328|9830,1481309|3255837|2353047|952882|1256802|600307|1096748|3691800,0-5-0-3|0-0-7-0|5-3-0-0|8-3-0-0,4|4|2|2,0,4294967295,0,0,0,random high-threshold regression
R084_seeded_random,3,2,2084,50536,6|15|12|2|10|8|3|8,62596|62473|64415|61106|59657|59665|62121|64437,0|3|0|12|4|8|0|2,700|300|1500|1023|1200|1800|300|300,328|1311|3277|3277|5243|655|1311|3277,1765061|383099|1285645|1021833|332231|1284038|1001152|1290162,1-1-0-0|6-1-0-0|6-0-0-0|2-0-0-0,2|2|2|1,0,983634,56881,1,0,random low-threshold arithmetic regression
R085_seeded_random,7,2,2085,57272,6|3|1|6|6|2|6|12,60021|65034|60052|59329|60773|62501|63676|64808,0|5|2|2|4|0|3|12,1024|300|1023|700|1500|300|1023|700,1966|328|328|1966|655|5243|3277|5243,1737919|1532917|1113201|1575040|907924|1189143|1872267|1009434,6-3-2-1|9-5-4-5|5-5-6-0|0-0-0-0,4|4|3|2,3,3604710,60020,1,0,random valid-biased regression
R086_seeded_random,6,0,2086,50270,7|3|0|1|7|3|7|3,53255|64166|56526|58331|42953|47541|56839|48737,2|1|0|32|16|1|128|2,511|0|300|1023|512|511|700|1023,9830|328|1311|9830|328|1311|328|3277,1706026|2357252|3112201|503205|313294|3809924|1855101|3442226,4-10-4-0|6-4-2-4|0-4-8-7|3-0-0-0,3|4|4|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R087_seeded_random,7,7,2087,56704,0|0|0|0|0|0|1|0,33813|40944|44192|36860|47099|36451|59013|52974,255|16|2|64|2|64|64|0,300|300|1200|0|900|1200|900|100,9830|6554|3277|655|6554|3277|3277|655,2475795|2092909|2344907|1589894|685691|1799605|2330222|541900,7-4-0-0|3-5-0-0|0-0-0-0|10-8-0-0,2|2|0|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R088_seeded_random,7,5,2088,62339,8|4|15|2|1|7|8|3,44785|44544|63015|42606|50866|51151|60663|57771,255|128|128|255|0|0|1|1,0|511|700|1024|511|0|700|300,6554|9830|328|328|328|3277|9830|6554,1712920|1370152|1839064|588928|3002554|2043570|991399|175606,7-2-5-0|3-0-0-0|0-0-1-0|8-0-0-0,3|1|3|1,0,4294967295,0,0,0,random high-threshold regression
R089_seeded_random,0,3,2089,50450,5|4|3|12|1|15|12|4,62411|64263|63406|64703|64174|61654|62807|64707,0|3|12|8|3|12|3|0,511|1200|1500|1023|1200|300|1200|300,328|655|328|1966|5243|1966|655|328,1927015|1312683|1601714|1467192|2217068|555649|1797315|450381,6-0-0-0|5-7-5-0|4-0-0-0|3-2-1-1,2|3|1|4,2,2325362,58429,1,0,random low-threshold arithmetic regression
R090_seeded_random,7,5,2090,56711,2|12|3|8|12|15|2|15,60890|59653|63001|65049|61090|59514|63313|62805,12|2|4|12|0|1|0|5,1023|1800|1200|512|511|700|1200|1800,328|328|1311|328|5243|1966|3277|655,1075321|377646|1828468|801567|1563565|2175607|1268924|1829592,0-9-2-0|7-3-0-0|2-0-0-0|6-1-0-0,3|2|1|2,0,4294967295,0,0,0,random valid-biased regression
R091_seeded_random,1,7,2091,49542,0|3|4|1|4|3|1|2,62200|56170|54909|47813|49026|44292|58064|54601,3|2|32|32|8|2|255|64,300|300|300|1600|0|1024|300|512,655|6554|328|9830|6554|1311|6554|328,1436671|2979628|3701615|681494|2143929|3762846|3923564|688307,15-3-0-0|0-0-0-0|5-0-3-0|2-6-0-0,2|1|3|3,0,4294967295,0,0,0,random mixed valid/invalid regression
R092_seeded_random,5,0,2092,60056,3|0|2|0|0|2|0|0,56091|41867|57772|38034|54607|45487|35230|44404,255|32|32|0|8|64|8|64,511|0|1200|1200|100|1200|0|512,6554|6554|655|6554|6554|9830|655|6554,1224074|387051|3022799|614841|526655|1385434|1240646|2334411,6-1-5-3|8-0-0-0|7-0-0-0|6-0-0-0,4|1|1|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R093_seeded_random,3,2,2093,62815,2|7|8|4|2|0|15|2,61699|59451|62523|57540|46863|45018|46378|59638,0|3|16|8|255|255|0|32,128|128|300|511|1023|128|1023|1023,3277|9830|1311|328|3277|1311|328|1311,1363819|1250097|3211903|1870917|454733|2019027|925854|868116,4-0-0-0|1-2-0-0|7-5-0-0|0-2-0-0,1|2|2|2,0,4294967295,0,0,0,random high-threshold regression
R094_seeded_random,1,4,2094,45906,6|6|1|5|8|15|6|4,62224|60897|60367|64321|62913|59084|61650|61762,1|2|2|4|5|4|3|4,300|512|1200|512|300|300|1500|1800,1311|328|5243|5243|328|3277|1311|1311,656788|1051349|654913|1190967|2067124|2228917|911081|1740256,6-0-0-0|0-1-3-0|3-4-2-0|0-0-0-0,1|3|3|1,3,742186,60308,1,0,random low-threshold arithmetic regression
R095_seeded_random,3,1,2095,46143,6|2|10|8|5|8|12|8,61799|60941|59947|63412|60328|64445|64948|61913,2|12|2|5|8|12|0|1,1500|1023|1800|1023|1500|700|1800|1023,5243|3277|3277|1311|1966|5243|1311|1966,2191883|1925076|806846|944895|658238|743823|1475436|1120484,0-0-0-0|5-2-7-0|6-2-0-0|5-1-0-0,1|3|2|3,0,2278609,58053,1,0,random valid-biased regression
R096_seeded_random,1,2,2096,55947,4|1|7|2|8|8|1|0,61943|57465|62946|62419|43466|53991|53144|64469,2|2|1|255|0|1|255|8,1023|1600|1024|511|300|128|128|128,1311|3277|655|3277|9830|6554|1311|655,2838218|240913|300746|2673930|2593667|2107976|3487200|1756203,5-0-0-0|2-3-0-0|3-2-2-0|1-2-0-0,1|2|3|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R097_seeded_random,0,2,2097,57455,0|1|0|2|1|3|0|0,47129|58515|52638|41168|52022|41100|43898|36488,128|128|32|0|64|16|8|64,1200|511|512|300|900|1200|100|512,6554|3277|655|655|9830|9830|655|9830,874334|566670|1892197|2232167|1962578|629353|408397|3040175,4-4-0-0|0-0-0-0|2-0-0-0|4-8-0-0,2|1|1|3,0,4294967295,0,0,0,random invalid/no-path stress regression
R098_seeded_random,1,5,2098,62564,4|3|15|0|0|3|15|15,45878|42670|44248|63394|54541|64510|59063|63958,2|16|8|64|16|0|128|0,300|512|512|300|128|511|511|1024,1311|6554|9830|328|3277|3277|1311|1311,2651134|2502740|978431|1551495|1485897|2721525|143866|2094523,7-0-0-0|2-10-10-6|5-5-7-3|4-6-3-0,1|4|4|3,0,2122057,63957,1,0,random high-threshold regression
R099_seeded_random,6,7,2099,45056,5|8|3|8|3|1|4|8,62747|64830|61248|62907|59400|60191|60714|63359,1|2|2|12|5|3|3|1,1200|1500|300|1200|512|1023|1800|1800,328|5243|3277|655|328|655|3277|3277,492100|652511|757493|417611|1621255|1481557|2138929|1666361,0-2-2-2|5-5-7-0|6-0-0-0|6-0-0-0,4|3|1|1,2,2243915,55279,1,0,random low-threshold arithmetic regression
R100_seeded_random,1,5,2100,51222,8|10|8|5|15|12|4|10,59077|60255|63582|64815|62825|59390|62306|64722,1|5|4|2|3|2|12|12,1023|1800|511|1800|1023|1200|512|1024,1311|3277|3277|5243|1966|3277|1966|1311,675275|2173993|811157|1574973|581195|878679|855299|1523512,7-5-6-0|2-7-0-0|4-0-0-0|5-0-0-0,4|2|1|1,2,672279,57201,1,0,random valid-biased regression
R101_seeded_random,2,6,2101,52848,8|4|2|0|15|3|8|7,53044|50019|42611|64627|58406|45745|57483|48177,128|32|128|3|32|64|255|1,300|1024|700|1023|1023|128|1024|1023,328|1311|3277|3277|655|9830|655|6554,1985647|3199777|3088068|411997|3408441|1188740|3744727|1674336,7-6-0-0|4-0-0-0|1-6-9-0|0-3-0-1,2|1|3|4,0,4294967295,0,0,0,random mixed valid/invalid regression
R102_seeded_random,3,7,2102,58114,0|3|2|1|0|1|0|0,41069|35151|34467|43715|39711|34283|47867|48511,16|32|0|128|32|16|128|0,100|1200|511|1200|300|100|1200|100,3277|3277|3277|3277|9830|3277|6554|6554,1079543|944278|985785|2980210|1437123|2974207|1625335|2611135,0-0-0-0|3-2-3-0|5-1-0-0|6-0-0-0,0|3|2|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R103_seeded_random,0,7,2103,62092,1|0|1|15|8|0|8|4,55213|57688|46990|53910|48594|47819|59586|57717,32|1|16|8|128|1|128|8,128|512|512|0|700|300|1023|300,3277|6554|9830|655|328|328|6554|9830,1380133|2508991|2303635|2396758|2867251|2045322|738261|3884167,5-5-7-0|8-2-5-8|4-4-0-0|0-0-0-0,3|4|3|1,0,4294967295,0,0,0,random high-threshold regression
R104_seeded_random,0,7,2104,43880,5|1|12|15|5|6|6|10,59293|59789|63442|61451|61216|61751|64884|61961,4|1|0|8|4|1|0|8,511|1800|1023|511|511|512|512|1500,1311|5243|655|3277|3277|328|3277|1311,1906503|1553720|453314|2218467|333048|2143062|2106092|573821,4-0-5-0|5-0-7-4|7-0-0-0|2-0-0-0,3|4|1|1,3,491856,63441,1,0,random low-threshold arithmetic regression
R105_seeded_random,6,2,2105,54703,15|10|12|1|2|3|2|10,60963|64899|62209|61240|63019|60942|61805|63604,2|3|4|0|0|4|5|4,1023|300|1024|512|700|511|1023|300,1966|3277|3277|328|328|1311|1311|5243,1360760|980057|1099781|1467147|927833|1925327|1188376|2293561,5-6-2-0|1-1-0-0|3-0-0-0|6-2-0-0,3|2|1|2,2,1551323,61239,1,0,random valid-biased regression
R106_seeded_random,4,7,2106,50818,8|15|15|1|15|1|0|3,48658|61945|51005|58545|60070|49058|55200|60638,128|0|0|3|0|2|3|128,128|511|1023|128|512|1023|511|1600,1311|3277|655|9830|6554|3277|9830|3277,1918385|2522790|105847|2214333|1342194|3609251|1272845|3003838,1-6-3-0|5-1-0-0|9-6-5-2|6-3-0-0,3|2|4|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R107_seeded_random,2,4,2107,63063,2|0|0|0|0|3|0|1,47890|58585|36740|53256|33093|44066|55662|59108,0|8|128|0|255|0|8|2,100|300|100|511|1200|300|1200|300,6554|3277|655|9830|6554|6554|655|3277,1462222|1043633|904824|1005830|1650178|419339|2962363|2083497,4-5-0-0|0-6-0-7|0-0-0-0|10-0-0-0,2|4|0|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R108_seeded_random,3,6,2108,60815,8|7|15|1|15|4|15|4,58650|49674|54676|58951|55389|60057|56672|62466,0|64|128|3|1|8|32|3,511|1024|511|300|1024|128|1024|1024,9830|6554|655|6554|655|9830|655|3277,1123679|3381426|2922372|764220|2180958|3659449|3484005|195142,6-4-3-4|3-1-2-4|2-7-0-0|3-5-15-6,4|4|2|4,0,4294967295,0,0,0,random high-threshold regression
R109_seeded_random,6,1,2109,42720,1|15|10|8|10|3|3|1,64317|60231|63861|63373|61984|61094|64794|61440,3|2|8|0|12|8|4|1,1500|511|300|511|300|700|1024|1800,328|1966|3277|5243|655|1311|655|655,1592352|1849342|1020590|1396064|1130840|1751995|1155264|521960,1-2-0-0|7-6-2-7|2-0-0-0|4-0-0-0,2|4|1|1,2,1190416,49734,1,0,random low-threshold arithmetic regression
R110_seeded_random,0,5,2110,51875,12|6|10|4|15|5|15|1,62420|65048|60913|59352|64521|59928|62126|63123,12|4|3|1|1|2|2|4,700|1024|512|1023|1200|511|300|1800,5243|3277|328|5243|3277|1311|1311|5243,2142791|737848|709219|1867129|2038799|1242331|609790|2256734,2-1-0-0|0-0-0-0|2-0-0-0|1-0-0-0,3|1|1|1,2,810955,55460,1,0,random valid-biased regression
R111_seeded_random,5,4,2111,59466,2|8|7|8|4|0|1|8,63840|59412|54749|58177|47523|57275|59983|58345,2|3|1|32|16|128|1|2,511|0|128|1600|1023|1023|511|511,1311|9830|655|1311|3277|9830|9830|1311,3110094|2615493|2836355|3519862|1175888|1621381|795976|1037000,4-1-0-0|0-3-6-0|2-0-0-0|4-0-3-0,2|3|1|3,0,4294967295,0,0,0,random mixed valid/invalid regression
R112_seeded_random,7,0,2112,57665,0|0|0|0|1|1|0|0,60056|49096|54184|50183|53283|34222|59240|39702,2|0|2|16|255|64|16|64,512|1200|300|0|1200|100|1200|0,3277|9830|655|6554|6554|6554|3277|9830,543910|1893413|639435|1913008|763611|618895|3259938|2536784,3-0-0-0|4-0-1-0|0-0-0-0|0-0-0-0,1|3|2|0,0,4294967295,0,0,0,random invalid/no-path stress regression
R113_seeded_random,5,3,2113,60874,15|3|2|2|8|2|0|4,63473|51779|63506|55990|58691|57309|51367|54619,3|0|2|3|64|255|255|1,1023|1023|511|700|300|1024|1600|511,6554|1311|6554|1311|655|6554|655|1311,2298010|3080105|2702181|1581009|1482910|747510|688710|1440112,1-0-6-4|3-2-0-8|0-0-0-0|5-0-0-0,4|4|1|1,0,4294967295,0,0,0,random high-threshold regression
R114_seeded_random,0,3,2114,49757,12|10|5|12|6|4|10|4,61588|60394|60202|61946|63194|64440|61315|61987,5|2|1|0|2|2|2|1,1800|1024|1023|1800|1500|300|1023|1200,1311|5243|5243|3277|328|655|655|5243,885941|587865|1445997|1734063|1465968|929279|731440|2245321,4-6-7-0|3-3-0-0|0-3-0-0|5-4-0-0,4|2|2|2,3,2543941,59363,1,0,random low-threshold arithmetic regression
R115_seeded_random,3,7,2115,48268,6|5|8|12|15|2|15|8,61206|62320|62886|63333|60592|61365|65184|61748,5|0|8|8|5|8|0|0,1200|1023|300|1200|1024|1023|1023|512,3277|5243|1966|5243|1311|5243|3277|328,1579380|1175020|1833421|2052579|695907|803136|2009888|1745010,5-2-5-0|3-5-4-0|4-0-0-0|1-7-0-0,3|3|1|2,2,820489,51826,1,0,random valid-biased regression
