index,value_hex,value_dec
1625,124485be1feeb82e,1316324042725046318
1626,d791928b1bd512b6,15533357715942609590
1627,a85ced9de6ec347c,12131832758669161596
1628,1c594c02a9a584b4,2042747480309073076
1629,7cadac5caee01e0b,8984026345744899595
1630,62a71aa051722b94,7108679812691143572
1631,d550a51cf90cda1e,15370967072071539230
1632,a28301e1739d2fc0,11710205523912372160
1633,43bb7712733fd349,4880625542312743753
1634,b20e4ed850823167,12830279079395733863
1635,08fa8c32c7bc25b2,646983646208337330
1636,dcc3ca41800d8d21,15907780691472780577
1637,012d2301edc4fafe,84762459180956414
1638,02295335620211c0,155747150863667648
1639,7bf491c0ca7a0a27,8931924218199280167
1640,e70fea0244b589e7,16649783642875595239
1641,ccd5ad08d95fbb72,14759893607294942066
1642,e4a76c62272197be,16476256930577356734
1643,9c348b1664318328,11255774296992219944
1644,c698c8d2e06a291d,14310408624003492125
1645,b1f5dcb0d92575d3,12823398166122821075
1646,71ec98c7eebf388d,8209104205260994701
1647,57a33792fc089444,6314952206936740932
1648,417dd418d9a58254,4719161187749954132
1649,9b5cc7c1384e63de,11195042406423487454
1650,8c722e4bd307e8bd,10120202215852861629
1651,e5198aa2df550dd0,16508378341239492048
1652,9e8ed0851ee4a437,11425298574853055543
1653,a9e56db485985146,12242311784179454278
1654,ccc5f721a968e04d,14755471478097502285
1655,3929e32c663c55f9,4119073114040325625
1656,5d5791f091943855,6726005030921713749
1657,ce5c962f11473bbc,14869925198568045500
1658,58fd946771220a51,6412444616446052945
1659,c319aaaf22ed48a3,14058455380995688611
1660,ae54cebaceaf9f78,12561892562370011000
1661,3322c3c7f0f4bbff,3684722708650966015
1662,236784c24d4076c9,2551153683983267529
1663,143d64e344cd640c,1458432781612573708
1664,5030b9e640c54c2e,5778322720496634926
1665,a9d17a96fea2830e,12236696451478094606
1666,4dc0c876ac7ee5a8,5602698348474590632
1667,786eb9f30ed99a88,8678077985566857864
1668,ff77f59327609d45,18408452014269832517
1669,9092043fb5e489c2,10417393559742482882
1670,48a6425f936ee965,5234944595127626085
1671,497110d949976750,5292029562565650256
1672,a09fb0472060fdce,11574163386897857998
1673,abcb2f862d07d4b7,12379040254085551287
1674,26bb6d55b7b7d0ff,2790944609008079103
1675,4056b0a7438af12c,4636087098863710508
1676,6eaf4915fb419a84,7975673823854959236
1677,fa76a2ed0a9316d6,18047791695702202070
1678,06c4bf62353e95c2,487725088183850434
1679,81d3259eb5d73f30,9354862214564495152
1680,bda82493eb508625,13666213286982485541
1681,ed2a4b867540bb26,17089554776875645734
1682,e5785372f613a855,16535057785110636629
1683,3c1344e4c7400779,4328879416219273081
1684,151a19b4cebf093d,1520556088544397629
1685,4c6f996783fa2af1,5507789539172297457
1686,53cf4bd71c087cdf,6039129012587494623
1687,db9d6f768015da7a,15824927220395530874
1688,943c6b91c9bd454f,10681530690115028303
1689,f3df20a2081fa3bb,17572800151316046779
1690,a67fb9b1e0410fd5,11997512105961000917
1691,239cc2704a07e97a,2566139675228498298
1692,642d080fefe34134,7218434642286952756
1693,08c5ab62d257777e,632099763639515006
1694,8c90e3b478f10724,10128845926218925860
1695,b342916ebd96543c,12917046586065179708
1696,60ee98e87671174a,6984688196285175626
1697,788ac8475f46bc00,8685975040204127232
1698,83650d6954fa5a72,9467988537664756338
1699,eeaaf23526cc75a3,17197824437165782435
1700,d7917521b14af034,15533325377346400308
1701,dd51edcc5bb65d5f,15947789217463426399
1702,74e7dbfba099e477,8423943501797516407
1703,bce86e69c9275e31,13612251274352746033
1704,45f083fa58a1e267,5039673094279651943
1705,bbe45e5d686d52d2,13539050135059518162
1706,71208df58de65f66,8151671411327786854
1707,a488bcfd5d3fe130,11855933815430046000
1708,0890d6302c081dff,617228651335261695
1709,f537ffd1ff3c2b4c,17669872940406811468
1710,04a11e024bd2acf6,333580842612993270
1711,20678a02c352e18a,2334986676286448010
1712,0d6248e3c4179bd5,964413413295365077
1713,06596be902103801,457515485660985345
1714,72c9497e38d26e64,8271222997110648420
1715,700102e720022c77,8070735198922353783
1716,3e1399a80fdb85dd,4473087802008634845
1717,626286455e9b5184,7089376395932684676
1718,1086bd2f2f368ad0,1190847161839291088
1719,8b72b0a136447b46,10048287925063678790
1720,e27a92896b28a150,16319517318636413264
1721,c882d4a5be519ebb,14448344362885684923
1722,2355612db5b1564f,2546048013297604175
1723,8573ef255fe567f7,9616292573167839223
1724,fd7b713fe71f7b75,18265317233005656949
1725,df578395fc567176,16093476473638646134
1726,81e7f06dba99115e,9360714704585560414
1727,d78e6c6877a6dfa8,15532471360787242920
1728,8ec5d49c081f7934,10287862690414033204
1729,836d3cf8121faf65,9470292627583643493
1730,a2ab6ae8c7fdacc8,11721580003182095560
1731,ab470fe018e061cc,12341850758996582860
1732,7cafbf5a36d74a9f,8984610175815469727
1733,e17bf586f0d05adb,16247850040583805659
1734,b7b844a23a55a6e2,13238406568209655522
1735,a2b2e42bd4d0d3d1,11723683656904004561
1736,5b578c95a5995f3f,6581883954781577023
1737,6a8b18670441aae9,7677256820515252969
1738,5a46b6bb698d6120,6505087627829272864
1739,c4357239f6f743fa,14138332198481642490
1740,945b4afedf831437,10690220599026062391
1741,9931406f716c8689,11038675009050281609
1742,8445bd18329fac20,9531232098025712672
1743,22dba1115ed0eee2,2511778313166450402
1744,e9cd15a643e8493d,16847145584910944573
1745,0da7fe08b536b564,984034356957197668
1746,f4f8e91588985ac1,17652115018173930177
1747,eb240a942574d95d,16943679329474500957
1748,616f28f704336472,7020875385486402674
1749,b0599a5924ec5b73,12707357531264801651
1750,d46c69ade7b46f48,15306725429163093832
1751,d0a043914d6cf5bb,15033089847511020987
1752,e5002d5a01c5e33d,16501238899285549885
1753,49b915bfbbd613ee,5312301148694516718
1754,b3b6105ead2b7229,12949555777368715817
1755,0a2340c1a34e0c45,730498764976819269
1756,86d064553f0539eb,9714374713530464747
1757,dfbb67e1c30e1c3d,16121593510440606781
1758,f3cb7b092868413a,17567270050751594810
1759,04e1b6dcddf16579,351763305644254585
1760,866dc0fb57586583,9686610559278540163
1761,17fcc03618092bdb,1728467695567449051
1762,13b92d134fe36ca8,1421216718380035240
1763,d9100accf88974e5,15641013381317096677
1764,7b8e832eaaf270f2,8903197749817798898
1765,2901f5a8c971c205,2954912935814742533
1766,c62579943a370e16,14277951871186832918
1767,bc7fc5966e38b46f,13582792251057681519
1768,1c3d57596859b528,2034878648155747624
1769,4504864ce744860d,4973247553379534349
1770,ddfb3da83be1cd1a,15995446294304902426
1771,ae7b4d47a5e1006c,12572727754855874668
1772,9b62397c1c78ad16,11196574828812872982
1773,10903592448193cc,1193512803584021452
1774,b340306dc4a8dfb1,12916376979307552689
1775,7a0dd7648a322a8c,8794922474139691660
1776,7bef51ad95f62884,8930446392086112388
1777,301af4b594416d85,3466351923928591749
1778,9d6656deb7acdeb1,11341848226143461041
1779,d69120622e0fe1c9,15461174601791300041
1780,a886d92049b276e5,12143632177949734629
1781,eacc91a2e9ca0077,16919058029017170039
1782,b2283c9fe1ce4156,12837577395205456214
1783,98c764b60245453b,11008878547015386427
1784,9650b043450f2e61,10831350906793963105
1785,d888566a85d747b5,15602815924537083829
1786,5f9660f20af094cc,6887799272791643340
1787,91cf3761bc58bf17,10506677348589944599
1788,b532faee5bb28d82,13056774171348077954
1789,e81de86f5a078ded,16725780156073348589
1790,ac013645951cd6e8,12394247321982654184
1791,0c33e1d15a0b93f8,879294641542501368
1792,54f85885583accd0,6122741023144332496
1793,f211b00559876281,17442916368806011521
1794,5e44f0ff2f3af4e1,6792819116781270241
1795,6cfc851f7c971f14,7853298220508061460
1796,8f1fc0f54f314176,10313173831529873782
1797,31e562d5f9d26126,3595388548684079398
1798,1bdd260bac356d96,2007802840452787606
1799,3ed4a9ffc2067675,4527430441351149173
1800,1d3efad1f74d9870,2107397455360137328
1801,de06ec2681eaf32a,15998734376412836650
1802,17ca351da8ed82cc,1714241009672356556
1803,4700a2ebeedfce13,5116268310901542419
1804,a06aadd97e300a32,11559242543236385330
1805,df619ba5e3a65728,16096317679990101800
1806,52343c84d5bce462,5923425951118320738
1807,fbe11466324ec218,18149810402443051544
1808,70166f1cbf50b9c0,8076765150995069376
1809,614a39464c92901c,7010478744050765852
1810,5f931f701f42d806,6886882821600892934
1811,9b62f125be475e70,11196776768004906608
1812,83be17851fb9dab0,9493050925073947312
1813,3b7bed76b6f5031c,4286280564504593180
1814,6b2e589014fd9b27,7723207786837678887
1815,6c15dd088a44607c,7788374159356354684
1816,98ecf7c21a1d1c7d,11019454801302592637
1817,a8983ca042af092e,12148526653843114286
1818,70ae079800672043,8119435527618764867
1819,17f9102d2c87c605,1727429718279964165
1820,eb4b57d881e0cb57,16954741809569909591
1821,d9c9a3452ae3e570,15693253894016853360
1822,3dbfaa3394885c8b,4449462095377357963
1823,c0e3d6cfe2cf6be4,13899189063347301348
1824,68eeecb1b8ee2aa0,7561241072457624224
1825,8ff6892e5eececeb,10373629623948602603
1826,eddc82ef4c4aaa61,17139718246154021473
1827,e63f753812a297f0,16591108435947460592
1828,703c9104eb829a02,8087498481167669762
1829,0df6387a7508b4ef,1006053665364554991
1830,1f52ac3b6af07e3c,2257055734463233596
1831,53819c21718babbc,6017262244596526012
1832,ce8135b29b11272d,14880233685030872877
1833,0a47bd8ef7a6b78a,740769085463639946
1834,05f90172023a0d21,430376828565851425
1835,c4352c07d0c99a1e,14138255017278806558
1836,053ccefca925a66a,377404053357176426
1837,452fa861602d2112,4985388448701292818
1838,bf3e8d66820d6867,13780607381208393831
1839,46de7e572c078950,5106657940350667088
1840,425ec5e30b2a8331,4782477433249628977
1841,c6ea85b85fe36fa2,14333415790989242274
1842,81152d80063f062f,9301390633287484975
1843,ddda6b27e6af6ec0,15986207646423150272
1844,1cc67dd4c089954b,2073483031167472971
1845,f2fde7258909dc80,17509405074685287552
1846,afd784d89bfd7ac6,12670742142495062726
1847,4a962a8fa45eb398,5374530001739625368
1848,5664a5f39efe7b41,6225283050695981889
1849,531c4c599ac898cb,5988745552228554955
1850,026300c1bacf61d7,171982042833052119
1851,8b72daf6a99b71ba,10048334471559344570
1852,272c447b8ecd1cd3,2822706363921931475
1853,20de9006a978c3b3,2368488812330927027
1854,39e9dc767ed739b1,4173108931227761073
1855,15ba5ababc6bb99c,1565663578536262044
1856,9911511ee198c3ac,11029686155482809260
1857,63b946ce502d48a0,7185852532368689312
1858,7c39c60ade0ec4d6,8951403484353053910
1859,81c86b61213a093a,9351842691148286266
1860,feffcb39200bb33e,18374628450906125118
1861,cea718c4dd803a4b,14890897926732659275
1862,2d16fac3781cf22c,3249059898635121196
1863,d4decdfcfe234ee9,15338923867349667561
1864,ce0d7c41b6a09af7,14847660168189090551
1865,faadd662fcc186d6,18063329401088607958
1866,0f7cff32f6709f19,1116047402029063961
1867,c64eadb4b57a9828,14289549659343591464
1868,224d147bc07be7e9,2471654292239149033
1869,0659ae15854f139a,457588244608914330
1870,21ecd5575d83cc12,2444563268963126290
1871,10ce467953ae4009,1210982836718157833
1872,434e96725421c114,4849979266506539284
1873,2ef20f31871bcd8d,3382782975503224205
1874,14cda52f2b0bcebb,1499035872988483259
1875,6eb53d22f28c7728,7977349535264175912
1876,f203e460dab9530b,17439033286746264331
1877,15d6132701f440f6,1573466178070003958
1878,13c09a7bb770f39f,1423307338398364575
1879,92693dce9948904a,10550031559636324426
1880,3c8c46eee9a9eafe,4362940130951555838
1881,baef6ca044549f18,13470104446085406488
1882,014fb448768a67e2,94492340517496802
1883,f63e5aac458ff965,17743719277834271077
1884,d9335f5845f319d8,15650957962777926104
1885,bb586b856c82935f,13499658103838380895
1886,4c424aec66173e36,5495036874530962998
1887,53b012cfd6113fdf,6030340584908079071
1888,90baed88525b4511,10428909056882853137
1889,f4fa1d5ffc8eca30,17652453987528395312
1890,a7e6120f425fc799,12098377305724798873
1891,830998c95645fadd,9442246084262230749
1892,d3854ece12a4dbd0,15241675160888335312
1893,74c7da35b28d6929,8414934352928794921
1894,84592533f5420226,9536694591022039590
1895,f6764dcbf327d02a,17759467718935302186
1896,cc177973c571863f,14706356646342395455
1897,379aa15c723cdc6a,4006692236925131882
1898,c165a0d3e278cc74,13935721453865978996
1899,d7bffb088d673a8d,15546420452856904333
1900,fc69a7b16b35f1f4,18188252950562206196
1901,a8d0315bf8ec19a2,12164276864615717282
1902,8530ea73802480ad,9597428587718541485
1903,2664995d9cab7f11,2766504698451820305
1904,dc73ba0768086a57,15885244851638790743
1905,c6e111c628bad4a8,14330755032054158504
1906,eeb93fcb595336f3,17201850394327856883
1907,4ad4e1532fb286e0,5392182401268090592
1908,f9c947ad3eec9d79,17998996195173506425
1909,58cc88a713c376f7,6398639421759125239
1910,3da2c633e5dcf54e,4441330108742825294
1911,b85c9dc650f9c735,13284666475923752757
1912,a104f55230a88b20,11602668273365715744
1913,076890d8a2c22777,533835815961372535
1914,bf4ba32215b361e9,13784290451285828073
1915,24b23c104f4aa1b8,2644241971967336888
1916,1c56e25450afcafe,2042068332817926910
1917,ffccd54c55ce40a2,18432341898754408610
1918,b9cf79bfe09c0d84,13389054082209811844
1919,20557cc29a7bb1ad,2329905557491397037
1920,4695c23ffe53a27b,5086184934290465403
1921,382b81d2044df329,4047471429137855273
1922,d196d40c4822428f,15102491549648437903
1923,a46942a9e4e58159,11847073592231952729
1924,d4ee58e49a6910dc,15343298719364223196
1925,83b5ba631f64b183,9490696724644409731
1926,24f5e7769eb35b12,2663289251314227986
1927,d3b020bb4a3fb877,15253727926680533111
1928,6a0ad7ac74aff84b,7641156853479503947
1929,f49f9960b59a5839,17626976107194112057
1930,5d5ad5f73ca89abf,6726924251282578111
1931,3824f72ce174cde6,4045630137418698214
1932,ef64494b2a2db044,17249993059914854468
1933,41cea7d3b0a11b6b,4741911985310997355
1934,b83942d0fcdab822,13274714842014070818
1935,1ca29aa40e6873e1,2063381608696148961
1936,cce77e74174cdbbd,14764908940429679549
1937,e62dae66a4d0e8a5,16586104758550456485
1938,63599830aed69a70,7158920417541266032
1939,d2dca7f49d69a502,15194203911896016130
1940,b72a9dfe48b9c308,13198535373430047496
1941,e59c7988570cac34,16545232757535321140
1942,3006837d592416d7,3460597938070492887
1943,062da62f74d4d458,445194660933325912
1944,13198c236a9641fe,1376285244878373374
1945,e53458a7c029a882,16515923210981189762
1946,0447ecfef58d658b,308475679283701131
1947,c333a6926b6ab968,14065769209005783400
1948,3d6eac1fa6afce4d,4426664735692279373
1949,b5f11d53f623c4e8,13110292236701254888
1950,688ee018e331779f,7534205624132925343
1951,18a0fcd39b3df042,1774696238956802114
1952,94e2c792f5ddbef2,10728356696354045682
1953,c1fb0286eb5b3cff,13977768646971964671
1954,77b375088f73a86f,8625366390971541615
1955,7222e1126a445af7,8224383338740472567
1956,70a7292885254d25,8117502107367853349
1957,93793b39f0ede90e,10626589915798694158
1958,8694b148121ab67c,9697570820735022716
1959,58030736247c1b7c,6341920629389532028
1960,7d6b27879f510997,9037360540695988631
1961,807b60af997ef8b3,9258099766300965043
1962,3f4081e5a054614d,4557785646136320333
1963,e677ee1aa34c076e,16607003949128222574
1964,b286f1f988df2817,12864235439675877399
1965,d5bd4a3cfe5aec51,15401547926502829137
1966,d5f9aa1be36493f8,15418541836035462136
1967,ddd15f84773935ef,15983661575055160815
1968,35c9377dd265f157,3875689967869358423
1969,113b4b1a1d465c79,1241668697803086969
1970,1a18db41e0eb6578,1880493920420062584
1971,b3eabe083ed2a376,12964383419962401654
1972,38a12bca235f2d79,4080590884551208313
1973,80d3acbe067cdc6d,9282953189093334125
1974,64e8414fce3faf1f,7271133409408167711
1975,830fe42e248d05bb,9444017830452069819
1976,4640611849f8ba19,5062152738112584217
1977,d02270478df32d7c,14997673161723686268
1978,fe02f644a8c13d41,18303462610336562497
1979,1227847a89de78ed,1308159878608353517
1980,f59d3ffb5dd433b5,17698372459479446453
1981,213aa6b5aae26cbd,2394409451087097021
1982,324c847b27ca9239,3624417464609837625
1983,5abf88cded5f6383,6539095601997374339
1984,3dde97746f8c9c17,4458167207486856215
1985,fc1588ddec834cef,18164575158805941487
1986,fc7eb3b03441b55b,18194177113995720027
1987,9372c33069b212e5,10624769083619545829
1988,de11dad87e04e425,16001811574386123813
1989,c28a3481bd5aed08,14018074521976368392
1990,816d370f17906fd3,9326170941313544147
1991,7fb1bfbf74896789,9201346342709454729
1992,75b85e469ba568ad,8482633555504359597
1993,16dd1240c0b0c6dd,1647493108007487197
1994,44169ec10f3b04d1,4906283396088136913
1995,8c9c016c6095cfbc,10131974826665299900
1996,e9bdaf98a3b843f6,16842811251552175094
1997,1172776dd88a30c7,1257198559657865415
1998,6276ba533d149d97,7095063129638608279
1999,a4171da209ee53c4,11823951928473048004
2000,97c4170f96c3633f,10935891150883742527
2001,029fec1f082ba85f,189129327398070367
2002,f2d06dc332d7a45f,17496605237473420383
2003,fe8c694192180976,18342151112718027126
2004,29158f0f6165023e,2960429626287260222
2005,cb5feb10484eab7a,14654690167652002682
2006,2a59fe0412159dfb,3051749515956952571
2007,e79e494c7229ebca,16689857861763328970
2008,bf7b2a23d53710f3,13797668216769024243
2009,ae960347e15b541b,12580246216364479515
2010,015462f7a77da390,95810307888096144
2011,ae6d3581475e67b3,12568760964425344947
2012,1164c653a41efc2c,1253344658853919788
2013,2224264a522e9903,2460133397099354371
2014,faad29d7f6ee2f97,18063139687990439831
2015,afcde44f4282c071,12668032355932487793
2016,8925b4aaff03a1c6,9882503603850289606
2017,c182ec80833de752,13943967432994318162
2018,5fddaab67b3777cf,6907865104184211407
2019,5e181e6f2c30ee67,6780202701837889127
2020,677cd396f3a9bf62,7457067728305241954
2021,d4d2d70f73cd0458,15335556142517257304
2022,32da9f85bc3031b2,3664416643556061618
2023,e3bd4aa30079623e,16410354681156035134
2024,6f88b0fd7dd1cb0c,8036868137826765580
2025,594a2cc194e359b7,6434004227590412727
2026,68fead1fca7dc28d,7565674776081842829
2027,70eb3263bb704d69,8136652555702783337
2028,97b556e7d1379632,10931739224159262258
2029,14e81f0993efe729,1506488201352570665
2030,315a1eb72bbaa9eb,3556188627823929835
2031,992c4042c569f89c,11037267442302318748
2032,dc54a2be54301d49,15876493524727766345
2033,e98537cd3c03ebd7,16826916937354439639
2034,6c5a99b3aa005d01,7807721900930522369
2035,6d6f64630b489e2a,7885631849102876202
2036,3ee04336b1b9a711,4530695127323748113
2037,c3eb7631bb42e8b7,14117507412890151095
2038,f1e45f554fd2c7c6,17430161277846734790
2039,555af8dd2da9683b,6150501869965371451
2040,d61ef83aebf1834a,15429042305368163146
2041,adfb1e9449520a4d,12536647609950014029
2042,fa6a13eef3259c5f,18044256774015786079
2043,028e824d77b53c78,184227904001227896
2044,fece02b8abc12261,18360615723014890081
2045,d5fbe17774221138,15419165652398772536
2046,32d86c71eadc0ffe,3663797533393293310
2047,20927ce35dc0a378,2347075671785775992
2048,36c1179f52b7504c,3945460721608249420
2049,86fd926cdbb9d6ed,9727091766430652141
2050,7e969a7dca4f9650,9121647960341321296
2051,be2ac47a7d2fce15,13702980846593494549
2052,807442f43b2c2bcb,9256096750885415883
2053,85081c108b4baaef,9585942664240147183
2054,7ab1b7febb55898f,8841049848197515663
2055,eeaf87df6503b8af,17199114895493413039
2056,741bd796cf70e144,8366517775496175940
2057,74fecf300b26839d,8430403357736600477
2058,3b7ca257e269cf94,4286479443694309268
2059,3e81630843bf9725,4503989989494724389
2060,5711ea3c6dbed9a7,6274053301163973031
2061,a432c818076fb90d,11831739176585246989
2062,6753e3d0942f3c78,7445545093952388216
2063,d7246c0e1e4e4612,15502634625209878034
2064,850ee9cafb9e406a,9587857714732482666
2065,a4d9768341bf17e0,11878655798282229728
2066,044c0bd85e8fbd48,309635498309041480
2067,211a64121cd30361,2385328981601878881
2068,f0df08ec32c70e3c,17356601299466391100
2069,e6b25a4369fc08f1,16623448420165355761
2070,c3dcfc2e5a04e23d,14113432608281256509
2071,bbbfa0206b29936e,13528707866741543790
2072,d8b798c3e4286ad1,15616118200044382929
2073,0ce563da24d94255,929258686694113877
2074,8e7bb775ba747740,10267001491788429120
2075,747bac1b10ede58c,8393491562783171980
2076,1b229693f02d948c,1955290750366094476
2077,911d0e75dc5a6545,10456529809195033925
2078,40121e4c4e885ea7,4616785881092087463
2079,f3e71ab475b105c6,17575045433207621062
2080,c61d95adbbb18ada,14275730967245195994
2081,2bff71a6d9fc925a,3170377624127836762
2082,b7038962d948868e,13187535191516153486
2083,d994a6ca5e75b2ff,15678339590881915647
2084,11fe9e05837206e3,1296647489246594787
2085,db38ed9d37bc6438,15796636952502756408
2086,c7fa8bf8e1887e90,14409983858777292432
2087,be1cc9c10756d1a4,13699045997443207588
2088,f9b1afcd907ccf41,17992355283749097281
2089,9c158b94605622c4,11247049113815360196
2090,c3bb8a3bd1e745eb,14104018647570138603
2091,ddd5d478c159ae00,15984916067526487552
2092,3fc146bbb5d393f9,4594030866917987321
2093,a60bf46c28bbf6af,11964925580416906927
2094,c52ff43aba22cfec,14208843882445328364
2095,68efc3ec5dbc7fd0,7561477719330684880
2096,8862f0197a732939,9827681329095059769
2097,1982086dde486832,1838040865894328370
2098,7f65abd0071b4ead,9179932325425401517
2099,2f1559902830fdd6,3392716369977998806
2100,c79247bfe2ce6c1d,14380635449616919581
2101,60911b315ab3fd06,6958372798053219590
2102,78f1b40615f17261,8714944692169568865
2103,b1adeb511486c438,12803148049153442872
2104,39ad34941d3f7597,4156035841883338135
2105,6f71a882aab21889,8030384889741318281
2106,ebb4925f176d69a9,16984361031833577897
2107,39d46bfa0cd620f5,4167074276925907189
2108,9dcc50518b36b33e,11370551470361850686
2109,26f12368328e05e7,2806062973260269031
2110,f2618be5ad2a07c7,17465394648488478663
2111,f6181f4c63a8dbf2,17732957945721314290
2112,f48f78104e679dff,17622435878354263551
2113,64a58436de7f7b48,7252348146146048840
2114,67fccbd9dddb77c3,7493088016628152259
2115,27e667eadd111273,2875099670551532147
2116,333884ceba280986,3690845918051436934
2117,6d8034a8bd6a5550,7890364446490121552
2118,91e49e9985c95936,10512701812401330486
2119,184388007c549ce5,1748390616017181925
2120,6921ae440348eca0,7575527655350004896
2121,509bb8bc55f41710,5808439263459809040
2122,4980f28e8e15d8d0,5296499855870777552
2123,8eb848ecfc814c94,10284049931786341524
2124,1c7fe0e402fe9b44,2053607225011641156
2125,1649c9bd0936f09e,1606036555874889886
2126,6bc88ee206dcb215,7766614658829300245
2127,affaf3d0b4d7c827,12680715778527840295
2128,7335554d3d59e2be,8301635278357521086
2129,eb74417df506f5a6,16966257705449092518
2130,0ed98d9e87aac9b0,1070042098497669552
2131,645be2ff01fca8da,7231623211551336666
2132,46c63a63c4bf07a7,5099827828220692391
2133,61e5ca62d4e97779,7054266917173426041
2134,2d39ca5260643cd9,3258858260532575449
2135,bcecab82761d9a25,13613444350449916453
2136,69e388f1035fa04f,7630092762420846671
2137,ef3bed722d3b39f4,17238633073331616244
2138,1dd71992dc6af155,2150215465646616917
2139,69b45c88a060b4b1,7616814611666351281
2140,174b6590b2523f05,1678546958267072261
2141,70e709fdb3e13ac5,8135482237117348549
2142,71344ba05bb63386,8157227977180328838
2143,015378fe14b59b1b,95553049769384731
2144,c238f7f2eea2a460,13995208464811598944
2145,3ff0ac057156cfff,4607371558176346111
2146,842027646c9dada0,9520652924533714336
2147,48f601b17f485b09,5257391476857920265
2148,30ab905de7ee9457,3507055467835593815
2149,aef6ec1dbf03be6c,12607523819373182572
2150,af37603d0205c398,12625665895499678616
2151,0fa00421f4fad42c,1125904450733134892
2152,42e77dcd3a5d8c32,4820960246524382258
2153,247e0bc056897e4a,2629552153144426058
2154,baf994c473a38fd2,13472963331730149330
2155,36a672e205b5201f,3937961239266009119
2156,9e8484e0d05fa25c,11422400656021889628
2157,b6dc4a60d0a08458,13176488389456725080
2158,482fd080826518ea,5201605344998267114
2159,618ac2609589622f,7028643888546538031
2160,d9198b29826da83f,15643687791046273087
2161,4759bf4f7db1447f,5141350797752222847
2162,c301854e08ff999f,14051658882577570207
2163,d3e6e8a11035aa00,15269147365105576448
2164,a9ef18babc7d7a69,12245033102148991593
2165,e580730befb706cf,16537344326808045263
2166,de32ff0850fc4b2f,16011140036439067439
2167,72bb2ef28bd141b4,8267253160231387572
2168,07b10316029887b4,554227622210996148
2169,4b4f86a13d7a1a2b,5426704103084005931
2170,b89d8787c36c66b7,13302937891491309239
2171,1d6eaf6814f5625e,2120825336101167710
2172,a0f29cba3aabb236,11597504314094629430
2173,0f7eb1799a422d38,1116524893471649080
2174,5b69990eeba28d53,6586964219367951699
2175,014205dbe0f2b9b7,90641384430811575
2176,1e66e6296312df2b,2190691334192553771
2177,f3343503c512b962,17524690340312955234
2178,da0357acc3cd1480,15709496324729410688
2179,70f3f7feb3bc4be6,8139121624897833958
2180,608ec00eddc973ec,6957709644417037292
2181,f2e42d65a7b09fde,17502163966496907230
2182,a8c725c71a30a306,12161730855805428486
2183,4537a325c869e57c,4987634495007614332
2184,40dd9b66c51cc3b6,4674062853976409014
2185,687acf8daccc8516,7528557934499628310
2186,553fbf7753144b5c,6142838935972498268
2187,2f6f2603719c1288,3417992438430306952
2188,4585f54cf28ab889,5009679871355041929
2189,13cddd39d363ca3d,1427039897375722045
2190,07aea88e240db73a,553565132656850746
2191,5776ef09506a01b4,6302487551834456500
2192,16b61d06e376df43,1636527430018981699
2193,460762c6378e0041,5046110510967029825
2194,b3bafa3caff590a9,12950938817014370473
2195,d2a02df79bcd1b71,15177181285732653937
2196,800d4de186968b5a,9227116842573007706
2197,b13ae1d9ddd8b19d,12770768019208581533
2198,dff249f07dd8bda1,16137041712074243489
2199,8194967b8999c8b0,9337253384779581616
2200,a98b231463bbccbe,12216896984652172478
2201,e53bbb98b49e29f6,16518002322851113462
2202,ae06db6620a07912,12539951444140259602
2203,9c75e9919f1eafe6,11274174053841022950
2204,8281b5322a9aea66,9403996723994094182
2205,193b7e7c31d280c5,1818185946451050693
2206,bc2d440d04557cd8,13559568875780406488
2207,e49ad97257f5924b,16472717672186221131
2208,1eee4d88779bbff4,2228804114112561140
2209,ff877b2c88234282,18412821032720351874
2210,1c5eed406553ff9c,2044332141706477468
2211,8f3bb71396283d95,10321044265801104789
2212,132fadd030a528e8,1382514720306964712
2213,0dafc0ad85ebb709,986218694926120713
2214,f288673e200b8d02,17476331870534470914
2215,8715f2581228e303,9733952629706908419
2216,f33ddabb8c9a5b70,17527405823848504176
2217,981e7a40f6761d6c,10961332962497797484
2218,769b5b8a8caae657,8546525368489272919
2219,000857e0b2a1d77e,2348422394926974
2220,c41383a9bfbfd9b6,14128781221081110966
2221,d370c0d7fa768e9f,15235889573246963359
2222,227d35926b658776,2485201472361695094
2223,eb09540e448b74f4,16936160293959726324
2224,b551febfe39fe130,13065504094089634096
2225,e0aa7690e07a3e61,16188882175150145121
2226,8b5ace7b9ea3f715,10041565349513787157
2227,6140aa016d9fa3fc,7007787943299359740
2228,9397463588892f30,10635046240796618544
2229,31e1178cf79290ee,3594179871834804462
2230,9f8ddbad725c3773,11497086961741215603
2231,28105f12e3e06b2b,2886911895881673515
2232,61a7cb554e694517,7036816510037869847
2233,ab0582f50c364da8,12323399944352714152
2234,e4fca5cd396bc2f7,16500245435628897015
2235,ad78f65b3d9f6da1,12500011637503126945
2236,1f0d39ccc52730ba,2237508141516796090
2237,43f581b0128d2cef,4896962763060751599
2238,36946f1d8c793132,3932890547302773042
2239,ca93cdd588ac1e4f,14597237134242618959
2240,2241a983dc867cf6,2468440454581353718
2241,42725197fd6f6032,4787979067082104882
2242,e21e38f8e9bf161c,16293523143597692444
2243,eba92beae8e33176,16981152157906710902
2244,85c0452e8601927e,9637779268691923582
2245,8d227711fbff0329,10169821827681944361
2246,2e9b68cebe118cfb,3358393184296209659
